,theta1,theta2,Yexp
0,-0.316884734969086,0.9113651903852533,4.9535276797409695
1,0.7850420589823517,-1.7800343604463753,3.0493156884419315
2,0.010629496547748474,0.685893150908603,4.668424098128297
3,0.3069777132314182,-0.7921116966650679,1.8381988289993363
4,0.08777508156654124,-1.9381321762729424,3.6424747198740044
5,-1.3692873807047767,-0.18393429420162866,4.367279842651919
6,-0.359398319331246,1.4599237771258133,5.413317551264211
7,-1.2268922338208297,0.7690222392857944,5.050508348854609
8,-0.48563530155902734,0.4175547972259057,4.5051427540365605
9,0.4501805956176508,-0.8032643862084847,1.4704739221220988
10,-0.946166063996587,0.32159198758877094,4.578237384638625
11,-1.0777998745341637,-1.6201523871088845,4.0290933701789235
12,-1.564513390738938,-0.5615296278207988,4.281258233896896
13,-1.4536706022251278,-1.166840635623912,4.113183593564971
14,-1.5786201790924776,0.9547155148494331,5.280793678967172
15,-1.8558661904425764,0.01212286178292521,4.757481142803279
16,-1.8844437952124569,-0.3158353610914877,4.596710842030661
17,0.24820221839350465,0.2635626644418081,4.0945931967712665
18,-1.7576477072168124,-1.7418682248802329,4.550846247419399
19,-1.1475630445726024,-1.0539131976591616,3.833321353943237
20,1.8864127949700853,-1.9813345307300447,3.7022577122941955
21,0.8639715778892296,-1.58072744262738,2.452313034009729
22,-1.3888981349578717,0.11847062068679648,4.601878150880721
23,-1.92299612363016,1.8076022777026686,5.868233137339422
24,-0.8148603781394852,-1.3300974810408337,3.600633711677614
25,1.2234919544565357,-1.785347699160086,3.0643613722531637
26,-0.8985283695929513,-0.11081593562821301,4.1428432098115975
27,-1.644749143738747,-0.05043493818914935,4.6117797957029465
28,1.5156175114637542,1.7142426479606123,5.5346130926362
29,0.35922253566834783,-1.1346364003483402,1.550521394200714
30,-1.725858205722857,-0.3530856876437216,4.483819777110979
31,0.4187565422580857,-0.3402376438736028,2.9024850539857465
32,-0.7882831610778083,-1.35353092602781,3.589253302868691
33,-0.39621157060221335,-1.498503952859001,3.329065356726663
34,1.4931902399504646,-0.23802934102680107,3.1010064848020633
35,-1.784756916266104,0.18434457261411508,4.830818290759356
36,0.540982440337173,1.9350382243424749,5.687589805050078
37,-0.7200775551611538,0.7041099538617628,4.855373608392734
38,-1.2921351304785165,-0.7745511862293055,3.9941754574634647
39,1.7083347172774843,-1.1533090561309094,1.7590630767312152
40,0.6499129866505138,-1.1775189978466423,0.826816725792084
41,1.9909456415295903,-1.8699236014361562,3.569409199092072
42,-0.4224341330578376,-0.16250540234587274,3.78720702019072
43,0.6203602138065931,1.882127990391186,5.649141590246768
44,-0.9157890990714224,-1.7123004219047318,3.9872928931637905
45,-1.700294067438443,1.8327995833031632,5.84624855909081
46,0.8239602759765501,-0.08603790951746704,3.3592653280947085
47,1.7220500663733689,-1.472936739572907,2.5485754353868155
48,0.4036412245431462,1.1208313452880119,5.053811027426043
49,0.07035208528518755,-1.7453363208704797,3.313600967380372
50,1.7726554401613903,0.6777468042808947,4.622803788574965
51,-0.03410195954173778,1.8617540402879151,5.667532641133374
52,-0.1724385338720147,-0.394327037379818,3.2679131443940355
53,-1.8719868823649222,1.599768768469474,5.744426431901489
54,1.2496128486058797,0.5167133329794691,4.368586076285322
55,0.39321489725859715,-1.967035313092941,3.567191285383962
56,-0.556814017088628,-0.8842773155001888,3.206774201972078
57,0.5899094391690833,1.8949312181172213,5.65879772894813
58,-1.5863125604736033,1.7698031767170121,5.79272215974204
59,-0.5779675044803787,0.4819974933331159,4.601835020194086
60,-0.027131114197061157,-0.32519848400024043,3.26094828350432
61,-1.103038517714754,1.9510671191169173,5.830447079252295
62,1.134622374731165,0.9373704919839265,4.851388174458925
63,1.6806289011118554,1.5166259782739626,5.394197151764901
64,1.4544237801819806,0.4032022350271536,4.235522296891236
65,-0.8631255259662871,0.9948044942894909,5.136569518214883
66,-0.5392484384190228,-1.563524395632892,3.5396482599580046
67,0.5562641510387811,0.6164742863793249,4.509886414855733
68,1.5091829457180372,0.744901277890226,4.665518662748313
69,-1.9737068165934337,-1.2992012275822717,4.515840929584281
70,1.9157760306355645,-1.0059595493093183,2.126723655158837
71,1.6319315165877364,-0.5134970273815087,2.490810404810142
72,-1.9518568433482515,0.15726848088305134,4.8884073327063575
73,-0.44615601347443,-0.5916744348522405,3.2812117228774267
74,-0.9887665327730326,0.8966581086876038,5.087465762463196
75,-1.8043075863770268,1.1847457915002648,5.485060693336185
76,-0.5277602150018392,-1.7648007586164272,3.765381076883644
77,0.9096933945615153,-0.7111358006065349,1.0772728593822327
78,0.1645601156917027,1.228841452125419,5.1706066768237955
79,-1.2045191297106617,1.7640706054574773,5.731833304105908
80,-1.7383722701986115,-0.25815328520672387,4.540573820891966
81,0.6721124427765699,-0.23573975167594163,3.043664670118218
82,-0.10555315822470046,1.3312114261446735,5.2839267233992935
83,0.1336243902779568,-1.7260034694067887,3.2340244881997626
84,-0.9303310760088905,-1.1309307996271238,3.6332748410004503
85,-1.9912467482290983,0.7234824805986277,5.250053235944019
86,1.345555249024558,1.5281574280731762,5.3875431644658445
87,0.43720807919088145,-0.821933367097758,1.4484618850393942
88,-1.3030118152330217,1.1469452193726233,5.346589623572283
89,-1.326281839825655,1.3151095968819035,5.465910940480794
90,0.2998124504158035,1.6346804335022065,5.485126166699736
91,1.1882899207849658,-1.3964483999815913,1.7358385841017374
92,0.2782488766640445,1.8749426152606943,5.657419458638066
93,1.3570494278244265,0.9753992164075607,4.898383988948207
94,0.9726114844623677,-0.5722572037116829,1.8333803683522516
95,1.1672142315990781,-0.548316398645391,1.9802335446302792
96,0.9155009949262425,-1.4284912673729582,1.838530478520098
97,-0.2841289956992459,1.9888893064774376,5.769613642761717
98,1.738757141228624,0.343418795091452,4.203255153257574
99,0.005753913713906211,0.4976032519098599,4.457069333015076
100,-0.6708609118615827,-1.068438824469045,3.334800940901133
101,-0.4097566859054762,-1.6374698586361673,3.5160410825329325
102,1.9759683743395828,-1.7988836724279003,3.439606536580494
103,-0.732448253563418,1.1350298652035469,5.221063344828437
104,1.295326116635949,-1.49388111813564,2.2120757444958943
105,-1.1686528402385545,0.8012725748352216,5.059163453890702
106,-1.03959029298176,-0.6143225942366419,3.843332600448084
107,-0.4688834303127922,1.1898547761488754,5.219049892164727
108,0.32800388506880784,0.29082313473394317,4.114930482675487
109,-1.5003149615583438,-0.217394279795319,4.423512049048389
110,1.43976899342954,-1.4458513068893586,2.1592745699598623
111,0.761721925630793,-0.139640773000961,3.249943165828528
112,-1.5488419860715614,-1.1113873052021828,4.180230167419566
113,-1.0016140972521248,0.23740574878391296,4.523978359158903
114,1.545619615700795,1.0552564036052496,4.98855257173395
115,-0.519830843172221,-1.193321458272187,3.1928414508780185
116,-0.8830544363736108,-0.27045271280886496,3.981560545605286
117,1.9615295695768804,-1.535770303009448,2.9429496942870617
118,-1.7077727527393416,0.8090899848438693,5.218779523066591
119,1.3323689806002879,0.11050983989806218,3.7636130004375183
120,1.841730683671297,1.2524949418380382,5.191469912692921
121,-1.131242766836234,0.22343203866103023,4.568392269328331
122,1.3094194318874837,1.4130348068008796,5.293711670114474
123,-1.6866618680080046,1.561941683115617,5.688675128649561
124,0.10466067824615566,-1.844515476492513,3.472361705142146
125,-0.636430555634518,1.0435255321791148,5.129250044468504
126,0.21023462367205292,-1.27999958235341,2.184417841086396
127,-0.29564178695309073,1.1153653981922185,5.130259823632553
128,-1.8499488264520445,0.7915662995418153,5.249463102438792
129,1.1310533344897418,1.0826022716729642,4.9956404864094175
130,0.8042264246970721,0.8337979269233631,4.743482170151482
131,1.570903903544032,0.8596328875752355,4.7954210071828625
132,-0.8234982797610135,1.5832816910343168,5.561859012308635
133,-0.711292615498341,1.3972475563230846,5.415325951582018
134,0.19023022269112344,1.3619466070906103,5.280069498033924
135,0.6914665248229315,1.3871723023119151,5.27224516309937
136,1.61302024736628,-1.2556591897283833,1.7857983860599853
137,-1.4343654201733107,0.9577207007500981,5.245413656648701
138,0.7208852412654534,0.4569027797048024,4.2909686390669295
139,0.024914800124761438,-1.67606322182001,3.2191115289376246
140,-0.012973294629833765,0.6505670877700243,4.634658691745899
141,0.5833310864252366,1.9702403758716804,5.71003138020231
142,1.602666985036394,-1.0338742132644867,1.299925955585514
143,-0.0554079249554591,-1.8970744052695774,3.6492081896060147
144,0.7057044621824344,0.6243673341368985,4.507323498625109
145,1.0170376361773958,1.2737894620103019,5.170079180713619
146,0.6589622921910787,1.5522995943229434,5.406302327714781
147,0.37815408073406953,-0.9569561679887959,1.3693135956622802
148,0.12761777208511083,-0.901082899270933,2.073096507396983
149,-0.7746288255457754,0.39313095802768716,4.580546145885793
150,0.6332154436248087,0.6640982457095737,4.560201130033261
151,1.3915278082861215,1.648979068326316,5.481801722390641
152,-1.3624658280914128,-1.9872504357663605,4.4873939258512445
153,1.0591477736270476,0.05834517197133815,3.642422897724656
154,-1.236634362094886,0.09325485296984048,4.507894268439707
155,-0.079365106037804,-1.6493838746889662,3.256080107771188
156,-1.6272782304474733,0.5340754451324123,5.004863948997551
157,-1.2644931779214008,0.4341046157078674,4.798226204021659
158,1.930973395585549,1.2168120976781305,5.169859346572683
159,-0.13225591029357653,-1.694957854160915,3.3740867200905127
160,-1.426612936154767,-1.2865236700252876,4.121602061565364
161,-0.14514827526796292,-1.2482862753924278,2.7209123637858523
162,1.2306885018268425,-1.048994775746226,-0.49301535119452605
163,-1.8128251273533906,-0.6497059640794249,4.422613538705952
164,-0.9656102214990359,0.2765742663232382,4.544609982853871
165,-0.6173433247381968,0.6319709947247958,4.760574403467063
