,Theta_1,Theta_2,X Coord,y-value
0,-0.7449366560529345,-0.7638242294545008,-2.0,-9.565423605712134
1,-0.7449366560529345,-0.7638242294545008,-1.0,-1.0188875734015663
2,-0.7449366560529345,-0.7638242294545008,0.0,0.0
3,-0.7449366560529345,-0.7638242294545008,1.0,-0.5087608855074353
4,-0.7449366560529345,-0.7638242294545008,2.0,3.4548297700761275
5,-0.5680419753340209,0.21629954556106457,-2.0,-5.9987178670877
6,-0.5680419753340209,0.21629954556106457,-1.0,-0.21565847910491454
7,-0.5680419753340209,0.21629954556106457,0.0,0.0
8,-0.5680419753340209,0.21629954556106457,1.0,0.6482575702270437
9,-0.5680419753340209,0.21629954556106457,2.0,7.729114231576217
10,-1.5695476617280475,0.7344615983934597,-2.0,-1.9230582829700662
11,-1.5695476617280475,0.7344615983934597,-1.0,1.3040092601215072
12,-1.5695476617280475,0.7344615983934597,0.0,0.0
13,-1.5695476617280475,0.7344615983934597,1.0,0.1649139366654122
14,-1.5695476617280475,0.7344615983934597,2.0,7.798751070117744
15,-1.8648052486557718,1.9077568316126832,-2.0,3.3606378237622767
16,-1.8648052486557718,1.9077568316126832,-1.0,2.7725620802684547
17,-1.8648052486557718,1.9077568316126832,0.0,0.0
18,-1.8648052486557718,1.9077568316126832,1.0,1.0429515829569114
19,-1.8648052486557718,1.9077568316126832,2.0,11.901416829139189
20,-1.2270211697929012,0.9275033599982732,-2.0,-1.835944220421105
21,-1.2270211697929012,0.9275033599982732,-1.0,1.1545245297911744
22,-1.2270211697929012,0.9275033599982732,0.0,0.0
23,-1.2270211697929012,0.9275033599982732,1.0,0.700482190205372
24,-1.2270211697929012,0.9275033599982732,2.0,9.25597110040729
25,-1.2997992576930306,1.0391312773683987,-2.0,-1.2438763751403439
26,-1.2997992576930306,1.0391312773683987,-1.0,1.3389305350614293
27,-1.2997992576930306,1.0391312773683987,0.0,0.0
28,-1.2997992576930306,1.0391312773683987,1.0,0.7393320196753681
29,-1.2997992576930306,1.0391312773683987,2.0,9.556926594087534
30,1.0399249859909414,-1.5977416191596168,-2.0,-16.47081644862035
31,1.0399249859909414,-1.5977416191596168,-1.0,-3.6376666051505584
32,1.0399249859909414,-1.5977416191596168,0.0,0.0
33,1.0399249859909414,-1.5977416191596168,1.0,0.44218336683132464
34,1.0399249859909414,-1.5977416191596168,2.0,3.6888834953434158
35,1.1868893034095178,-1.9437947980356358,-2.0,-18.14895779896158
36,1.1868893034095178,-1.9437947980356358,-1.0,-4.130684101445153
37,1.1868893034095178,-1.9437947980356358,0.0,0.0
38,1.1868893034095178,-1.9437947980356358,1.0,0.243094505373882
39,1.1868893034095178,-1.9437947980356358,2.0,2.5985994146764924
40,1.582458620133623,-1.4627377827278594,-2.0,-17.015868371178684
41,1.582458620133623,-1.4627377827278594,-1.0,-4.045196402861483
42,1.582458620133623,-1.4627377827278594,0.0,0.0
43,1.582458620133623,-1.4627377827278594,1.0,1.1197208374057637
44,1.582458620133623,-1.4627377827278594,2.0,5.313966109355809
45,-0.4706557476426432,0.8301233535616568,-2.0,-3.7381950904680865
46,-0.4706557476426432,0.8301233535616568,-1.0,0.30077910120429996
47,-0.4706557476426432,0.8301233535616568,0.0,0.0
48,-0.4706557476426432,0.8301233535616568,1.0,1.3594676059190136
49,-0.4706557476426432,0.8301233535616568,2.0,10.37918191896134
50,0.27627003707002284,1.6962321211289586,-2.0,-1.7676115896242113
51,0.27627003707002284,1.6962321211289586,-1.0,0.41996208405893576
52,0.27627003707002284,1.6962321211289586,0.0,0.0
53,0.27627003707002284,1.6962321211289586,1.0,2.9725021581989814
54,0.27627003707002284,1.6962321211289586,2.0,15.33746855865588
55,0.5734967900414056,-1.7864831806570698,-2.0,-16.29292630271109
56,0.5734967900414056,-1.7864831806570698,-1.0,-3.3599799706984754
57,0.5734967900414056,-1.7864831806570698,0.0,0.0
58,0.5734967900414056,-1.7864831806570698,1.0,-0.21298639061566416
59,0.5734967900414056,-1.7864831806570698,2.0,2.001060857454532
60,0.6415618324400443,-1.1721708006904523,-2.0,-13.971806867641899
61,0.6415618324400443,-1.1721708006904523,-1.0,-2.8137326331304964
62,0.6415618324400443,-1.1721708006904523,0.0,0.0
63,0.6415618324400443,-1.1721708006904523,1.0,0.46939103174959196
64,0.6415618324400443,-1.1721708006904523,2.0,4.594440462118279
65,-0.0761094255213759,0.4859400416364865,-2.0,-5.904020982411302
66,-0.0761094255213759,0.4859400416364865,-1.0,-0.4379505328421376
67,-0.0761094255213759,0.4859400416364865,0.0,0.0
