,0,1
0,0.9991657953330162,-2.0
1,2.0,-2.0
2,0.8067573140655141,-2.0
3,1.8081495157159706,-2.0
4,1.9312624183547287,-2.0
5,1.959089702794305,-2.0
6,1.9866952820189503,-2.0
7,2.0,-2.0
8,1.555608901441012,-2.0
9,1.560926024402896,-2.0
10,1.4094574790774623,-2.0
11,1.4107837498259304,-2.0
12,1.3120464868464226,-2.0
13,1.243709517737501,-2.0
14,1.240464021195386,-2.0
15,1.392940744255271,-2.0
16,1.3885819364612673,-2.0
17,1.384903539021318,-2.0
18,1.3814853634710285,-2.0
19,1.375309262292968,-2.0
20,1.3265845503886928,-2.0
21,1.2857346735710864,-2.0
22,1.2518043278717468,-2.0
23,1.223365279324713,-2.0
24,1.2126967264904016,-2.0
25,1.1876555328605698,-2.0
26,1.1661665381572417,-2.0
27,1.1475041428546011,-2.0
28,1.1311202906729243,-2.0
29,1.116642158502443,-2.0
30,1.1038106534311436,-2.0
31,1.092268505245758,-2.0
32,1.08532446929322,-2.0
33,1.0793532757258302,-2.0
34,1.0740040397177626,-2.0
35,1.069138811129401,-2.0
36,1.0646691474172985,-2.0
37,1.0605345939918196,-2.0
38,1.0566920769496968,-2.0
39,1.0531099435662545,-2.0
40,1.049789850904573,-2.0
41,1.0467469490998822,-2.0
42,1.0439442308913809,-2.0
43,1.0403331196537988,-2.0
44,1.0379533139927863,-2.0
45,1.0357137433609294,-2.0
46,1.0184913647883593,-2.0
47,1.0141864727070122,-2.0
48,1.0101150287681149,-2.0
49,1.0063193804770707,-2.0
50,1.002716504937793,-2.0
51,0.9993023066300275,-2.0
52,0.9978454232961962,-2.0
53,0.9964129737627755,-2.0
54,0.9950994769921994,-2.0
55,0.9938321241264894,-2.0
56,0.9926264377190696,-2.0
57,0.9914837749783052,-2.0
58,0.9904065796980538,-2.0
59,0.9893143890820733,-2.0
60,0.988349646763099,-2.0
61,0.9873157366865452,-2.0
62,0.9863824021859295,-2.0
63,0.9855313006595423,-2.0
64,0.9846197373526214,-2.0
65,0.9837802876574566,-2.0
66,0.9830047571115057,-2.0
67,0.9821747444026002,-2.0
68,0.9814478290518149,-2.0
69,0.9807184258250461,-2.0
70,0.9800165739078363,-2.0
71,0.9793064235770231,-2.0
72,0.9786846447643553,-2.0
73,0.9780835699034109,-2.0
74,0.9773995320555448,-2.0
75,0.976819636642723,-2.0
76,0.976257700626085,-2.0
77,0.9756824367402644,-2.0
78,0.9751762589826712,-2.0
79,0.9746224156563947,-2.0
80,0.974074876417739,-2.0
81,0.9735681316378767,-2.0
82,0.9731373835361264,-2.0
83,0.9726589703727706,-2.0
84,0.9722000616313037,-2.0
85,0.9717524714284133,-2.0
86,0.9713087657399762,-2.0
87,0.9709170171661947,-2.0
88,0.9704964580630687,-2.0
89,0.9700333129600225,-2.0
90,0.9697047899670399,-2.0
91,0.9693244553880146,-2.0
92,0.968923870441871,-2.0
93,0.9685824761622751,-2.0
94,0.9682154747413065,-2.0
95,0.9679344750394137,-2.0
96,0.9675308851748612,-2.0
97,0.9672097269751165,-2.0
98,0.9669106811853294,-2.0
99,0.9665746580347455,-2.0
