,a1,a2,a3,a4,b1,b2,b3,b4,Yexp
0,1.0451900318411962,-1.6114726883635022,-7.160314815005156,-1.3911013633168072,-0.4686429851841427,1.6833847951803795,14.313960635081711,0.043270494838049345,22.08833816687543
1,-0.9610635093787039,1.9825100799948192,-9.548494432697728,0.43739383210519556,-1.5602250420271757,-0.07322485747885032,13.401669775571381,0.6086156058930929,16.37390434478014
2,-0.7326241395991309,-1.348213348183578,-2.3299181073198234,1.5703700606849704,-0.25118988878993154,-1.4313036366131253,8.201225925310542,1.8005504580287903,26.675657163962114
3,-1.995314502679867,1.803487597928643,-8.070820691410317,-0.6221798750905405,-0.9569295283228088,-0.36358923119417264,7.462986845485998,0.41576244225962933,16.023330085757607
4,-1.6991091958767475,-0.6717143152198892,-0.3195086393479034,0.6375098601033335,-0.6050607362895968,0.5214887366033136,6.186722546277057,1.630956066905473,17.797154821998557
5,-0.3350822548382488,-1.3849368656536318,-6.378209613066931,-1.3231459557507712,1.7227505018742786,-0.6305116689739514,8.46790358822757,-0.5275732807771292,15.368005257864258
6,1.4561618844885187,-1.5837875690704597,-4.426746835883048,-0.28677571252225365,0.7693413097007937,1.2530929898967713,13.219975064926741,-0.048783067657990564,25.324918691897505
7,1.011071658818076,-1.4429841885161938,-1.7007337994459366,-1.9271773810276038,-1.7512817068824282,0.09839722145102137,12.238329499153384,0.33629895057287174,23.412679336655714
8,1.6545646748204654,-0.5729162317820395,-5.972060333191324,1.6794133390659471,-1.7750887921461307,0.39781344397093754,9.187417742537482,-0.5161835107883612,30.98874341246812
9,-0.4641018010053395,-0.39163723818969776,-6.960571969313509,-0.6628756361078003,-0.19179863491162363,0.7750740006235488,12.648968539921448,-1.0222617155861826,15.36749033051069
10,1.977243310619015,0.7063189563524053,-0.666775893719274,1.7837253757633391,-1.1861806925206209,-0.019390936920324897,5.425156576823624,-1.987722428346001,34.020704112758224
11,0.6384221577393046,0.48871375538104145,-4.289668747358517,-1.6132412292556684,-0.5893171858691761,1.8861881669234721,8.050119239503598,-1.8451633817400757,17.66076515604019
12,1.250741612402281,0.12645246859963555,-0.9311533710217397,-0.08874214656791546,1.8493335484761015,-0.9806469273713605,8.798498048379685,-1.7278255811506507,22.318035170417446
13,-1.7686936749224438,0.4567352397295372,-1.9559032574412996,1.4193178669849469,1.2263579033873446,-1.8956956677105663,9.749959867282154,-1.582754173624176,19.616218434519087
