,Run Number,BO Iter,Best Error,Exploration Bias,Max EI,Theta Max EI,Min Obj,Min Obj Act,Theta Min Obj,Min Obj Cum.,Theta Min Obj Cum.,Time/Iter,Sep Fact,BO Method,Max Evals,Total Run Time
0,0,0,5.342818885287204,1.0,0.0,[1.44992707 0.34391825],0.8366326270306104,0.08118908729728615,[ 1.06510009 -0.96621484],0.08118908729728615,[ 1.06510009 -0.96621484],0.3838188648223877,1.0,A1,2,0.7676377296447754
1,0,1,5.342818885287204,0.6666666666666666,0.0,[-0.26063897 -0.29069958],0.8408231029571596,0.08127442272054294,[ 1.06515032 -0.96620617],0.08118908729728615,[ 1.06510009 -0.96621484],0.16063737869262695,1.0,A1,2,0.3212747573852539
2,1,0,5.342818885287204,1.0,0.0,[ 0.37116808 -1.78972989],0.8366326270309514,0.08118946124889896,[ 1.0651003  -0.96621479],0.08118946124889896,[ 1.0651003  -0.96621479],0.18969392776489258,1.0,A1,2,0.37938785552978516
3,1,1,5.342818885287204,0.6666666666666666,0.0,[-1.89703819 -1.59614744],0.8355970810231668,0.08121688994725824,[ 1.06579765 -0.9666024 ],0.08118946124889896,[ 1.0651003  -0.96621479],0.16844820976257324,1.0,A1,2,0.3368964195251465
4,2,0,5.342818885287204,1.0,0.0,[0.59208142 0.69428215],0.8366326270308377,0.08118881543060485,[ 1.06509993 -0.96621486],0.08118881543060485,[ 1.06509993 -0.96621486],0.16179871559143066,1.0,A1,2,0.32359743118286133
5,2,1,5.342818885287204,0.6666666666666666,0.0,[-1.42680834  0.5193774 ],0.8235159804057943,0.08169161942120831,[ 1.06738777 -0.96733391],0.08118881543060485,[ 1.06509993 -0.96621486],0.14702081680297852,1.0,A1,2,0.29404163360595703
6,3,0,5.342818885287204,1.0,0.0,[-1.69186718 -1.81246992],0.8366326270309514,0.08118946124889896,[ 1.0651003  -0.96621479],0.08118946124889896,[ 1.0651003  -0.96621479],0.16280317306518555,1.0,A1,2,0.3256063461303711
7,3,1,5.342818885287204,0.6666666666666666,0.0,[ 0.37116808 -1.78972989],0.8372632306458172,0.08119045729248892,[ 1.06499508 -0.96615483],0.08118946124889896,[ 1.0651003  -0.96621479],0.13905858993530273,1.0,A1,2,0.27811717987060547
8,4,0,5.342818885287204,1.0,0.0,[-1.69186718 -1.81246992],0.8366326270309514,0.08118946124889896,[ 1.0651003  -0.96621479],0.08118946124889896,[ 1.0651003  -0.96621479],0.15941905975341797,1.0,A1,2,0.31883811950683594
9,4,1,5.342818885287204,0.6666666666666666,0.0,[ 0.37116808 -1.78972989],0.8372632306458172,0.08119045729248892,[ 1.06499508 -0.96615483],0.08118946124889896,[ 1.0651003  -0.96621479],0.13379383087158203,1.0,A1,2,0.26758766174316406
10,5,0,5.342818885287204,1.0,0.0,[-0.50321372 -0.02317312],0.8366326270309514,0.08118946124889896,[ 1.0651003  -0.96621479],0.08118946124889896,[ 1.0651003  -0.96621479],0.17655324935913086,1.0,A1,2,0.3531064987182617
11,5,1,5.342818885287204,0.6666666666666666,0.0,[-1.19233144  1.25504201],0.8657502734158982,0.07874873136103946,[ 1.0622883  -0.96572155],0.07874873136103946,[ 1.0622883  -0.96572155],0.149519681930542,1.0,A1,2,0.299039363861084
12,6,0,5.342818885287204,1.0,0.0,[ 0.37116808 -1.78972989],0.8366326270309514,0.08118946124889896,[ 1.0651003  -0.96621479],0.08118946124889896,[ 1.0651003  -0.96621479],0.16466450691223145,1.0,A1,2,0.3293290138244629
13,6,1,5.342818885287204,0.6666666666666666,0.0,[-1.89703819 -1.59614744],0.8355970810231668,0.08121688994725824,[ 1.06579765 -0.9666024 ],0.08118946124889896,[ 1.0651003  -0.96621479],0.1424388885498047,1.0,A1,2,0.2848777770996094
14,7,0,5.342818885287204,1.0,0.0,[-0.26063897 -0.29069958],0.8366326270309514,0.08118946124889896,[ 1.0651003  -0.96621479],0.08118946124889896,[ 1.0651003  -0.96621479],0.16054320335388184,1.0,A1,2,0.32108640670776367
