,Run Number,BO Iter,Best Error,Exploration Bias,Max EI,Theta Max EI,Min Obj,Min Obj Act,Theta Min Obj,Min Obj Cum.,Theta Min Obj Cum.,Time/Iter,EP Method Val,BO Method,Max Evals,Total Run Time
0,0,0,22533.63623687708,1.0,0.0,"[ -1.57068479   1.71565935  -0.66616531   1.26965495  -0.68213959
 -14.78266166  -5.91580651   0.53957358]",1612847.4420530016,1615481.3364289608,"[-0.84736776 -1.59809194 -8.45537911  0.83606839 -9.17790537 -3.80417019
 -6.2906968   0.70469246]",1615481.3364289608,"[-0.84736776 -1.59809194 -8.45537911  0.83606839 -9.17790537 -3.80417019
 -6.2906968   0.70469246]",209.3662815093994,1,C2,2,418.7325630187988
1,0,1,22533.63623687708,1.0,0.0,"[-0.36006016 -0.69941095 -3.46978823 -0.11798935 -6.9103784  -7.09524538
 -4.67268662 -0.34389261]",2024559.5780911788,483617266.45970213,"[ -2.           2.          -3.46098418  -2.         -20.
   0.          -4.70222746   2.        ]",1615481.3364289608,"[-0.84736776 -1.59809194 -8.45537911  0.83606839 -9.17790537 -3.80417019
 -6.2906968   0.70469246]",295.29474234580994,1,C2,2,590.5894846916199
2,1,0,22533.63623687708,1.0,0.0,"[  0.17643071   1.25641488  -8.26725452   0.1287885  -11.13372801
  -3.60905571  -3.82475356  -0.19370662]",1612847.4420530016,1615481.3364289608,"[-0.84736776 -1.59809194 -8.45537911  0.83606839 -9.17790537 -3.80417019
 -6.2906968   0.70469246]",1615481.3364289608,"[-0.84736776 -1.59809194 -8.45537911  0.83606839 -9.17790537 -3.80417019
 -6.2906968   0.70469246]",338.770471572876,1,C2,2,677.540943145752
3,1,1,22533.63623687708,1.0,0.0,"[ -0.4618312   -0.25175317  -2.97127611  -0.44751773 -14.05656196
  -0.04066284  -4.16845052   1.84689627]",2024795.7107007666,483582191.81856436,"[-2.00000000e+00  2.00000000e+00 -3.46098528e+00 -1.99996267e+00
 -2.00000000e+01 -5.39028043e-05 -4.70221236e+00  2.00000000e+00]",1615481.3364289608,"[-0.84736776 -1.59809194 -8.45537911  0.83606839 -9.17790537 -3.80417019
 -6.2906968   0.70469246]",438.38161301612854,1,C2,2,876.7632260322571
4,2,0,22533.63623687708,1.0,0.0,"[  0.35948628   1.88291026  -5.94295866   1.74018516 -15.4990353
  -0.81080387  -1.78210843   1.39725537]",1612847.4420530016,1615481.3364289608,"[-0.84736776 -1.59809194 -8.45537911  0.83606839 -9.17790537 -3.80417019
 -6.2906968   0.70469246]",1615481.3364289608,"[-0.84736776 -1.59809194 -8.45537911  0.83606839 -9.17790537 -3.80417019
 -6.2906968   0.70469246]",218.98733258247375,1,C2,2,437.9746651649475
5,2,1,22533.63623687708,1.0,0.0,"[  1.42513937   1.44098381  -4.47768485   0.58315512  -0.92233611
 -18.3045889   -9.04392038  -0.90190917]",2025044.2411105202,483485489.9768031,"[-2.00000000e+00  2.00000000e+00 -3.46098643e+00 -1.99988015e+00
 -2.00000000e+01 -1.97493840e-04 -4.70219654e+00  2.00000000e+00]",1615481.3364289608,"[-0.84736776 -1.59809194 -8.45537911  0.83606839 -9.17790537 -3.80417019
 -6.2906968   0.70469246]",317.5449764728546,1,C2,2,635.0899529457092
6,3,0,22533.63623687708,1.0,0.0,"[  1.63049627   1.35126536  -9.32815769  -1.03468114  -1.63038128
 -12.07724205  -6.67444455  -0.13528503]",1612847.4420530016,1615481.3364289608,"[-0.84736776 -1.59809194 -8.45537911  0.83606839 -9.17790537 -3.80417019
 -6.2906968   0.70469246]",1615481.3364289608,"[-0.84736776 -1.59809194 -8.45537911  0.83606839 -9.17790537 -3.80417019
 -6.2906968   0.70469246]",414.38283252716064,1,C2,2,828.7656650543213
7,3,1,22533.63623687708,1.0,0.0,"[-0.84735779 -1.59808684 -8.45577961  0.8360616  -9.17784226 -3.80419237
 -6.29026059  0.70468489]",489436.0878979052,96353121.72550175,"[-0.65528322  2.         -3.44693849 -0.11798966 -9.04297858 -5.94333101
 -4.87013445 -0.34389292]",1615481.3364289608,"[-0.84736776 -1.59809194 -8.45537911  0.83606839 -9.17790537 -3.80417019
 -6.2906968   0.70469246]",521.9176194667816,1,C2,2,1043.8352389335632
8,4,0,22533.63623687708,1.0,0.0,"[  1.63049627   1.35126536  -9.32815769  -1.03468114  -1.63038128
 -12.07724205  -6.67444455  -0.13528503]",1612847.4420530016,1615481.3364289608,"[-0.84736776 -1.59809194 -8.45537911  0.83606839 -9.17790537 -3.80417019
 -6.2906968   0.70469246]",1615481.3364289608,"[-0.84736776 -1.59809194 -8.45537911  0.83606839 -9.17790537 -3.80417019
 -6.2906968   0.70469246]",318.0769593715668,1,C2,2,636.1539187431335
9,4,1,22533.63623687708,1.0,0.0,"[-0.84735779 -1.59808684 -8.45577961  0.8360616  -9.17784226 -3.80419237
 -6.29026059  0.70468489]",2024387.7951282018,483552339.3492817,"[-2.00000000e+00  2.00000000e+00 -3.46098341e+00 -1.99993449e+00
 -2.00000000e+01 -9.18834146e-05 -4.70223857e+00  2.00000000e+00]",1615481.3364289608,"[-0.84736776 -1.59809194 -8.45537911  0.83606839 -9.17790537 -3.80417019
 -6.2906968   0.70469246]",408.63396644592285,1,C2,2,817.2679328918457
10,5,0,22533.63623687708,1.0,0.0,"[ -1.99279561  -0.11104846  -3.6458229    1.50422318 -12.78931297
 -11.68930158  -4.53906463   0.44895555]",1612847.4420530016,1615481.3364289608,"[-0.84736776 -1.59809194 -8.45537911  0.83606839 -9.17790537 -3.80417019
 -6.2906968   0.70469246]",1615481.3364289608,"[-0.84736776 -1.59809194 -8.45537911  0.83606839 -9.17790537 -3.80417019
 -6.2906968   0.70469246]",352.1536283493042,1,C2,2,704.3072566986084
11,5,1,22533.63623687708,1.0,0.0,"[  0.31200148   0.1420791   -8.52494704   1.0857232  -18.40232084
 -15.45910139  -0.15236185   0.66501995]",2025070.1688094325,483621832.3346361,"[ -2.           2.          -3.46098329  -2.         -20.
   0.          -4.70219684   2.        ]",1615481.3364289608,"[-0.84736776 -1.59809194 -8.45537911  0.83606839 -9.17790537 -3.80417019
 -6.2906968   0.70469246]",395.6557116508484,1,C2,2,791.3114233016968
12,6,0,22533.63623687708,1.0,0.0,"[  0.17643071   1.25641488  -8.26725452   0.1287885  -11.13372801
  -3.60905571  -3.82475356  -0.19370662]",1612847.4420530016,1615481.3364289608,"[-0.84736776 -1.59809194 -8.45537911  0.83606839 -9.17790537 -3.80417019
 -6.2906968   0.70469246]",1615481.3364289608,"[-0.84736776 -1.59809194 -8.45537911  0.83606839 -9.17790537 -3.80417019
 -6.2906968   0.70469246]",217.80362963676453,1,C2,2,435.60725927352905
13,6,1,22533.63623687708,1.0,0.0,"[ -0.4618312   -0.25175317  -2.97127611  -0.44751773 -14.05656196
  -0.04066284  -4.16845052   1.84689627]",2024795.7107007666,483582191.81856436,"[-2.00000000e+00  2.00000000e+00 -3.46098528e+00 -1.99996267e+00
 -2.00000000e+01 -5.39028043e-05 -4.70221236e+00  2.00000000e+00]",1615481.3364289608,"[-0.84736776 -1.59809194 -8.45537911  0.83606839 -9.17790537 -3.80417019
 -6.2906968   0.70469246]",340.4123446941376,1,C2,2,680.8246893882751
