,0
0,254.7800748164961
1,29.7446365450502
2,27.302247957594318
3,27.21291522164791
4,27.236361702247535
5,27.29123663388018
6,26.981801540171656
7,25.601253642010846
8,22.814283439631538
9,19.87458492569968
10,17.60326434883549
11,16.003409563165803
12,14.864895978202428
13,14.023385358928726
14,13.375861602790987
15,12.859381267953498
16,12.43484030186271
17,12.077254156743608
18,11.770023371516642
19,11.501746324153963
20,11.26432267090033
21,11.051809748361617
22,10.859770203971445
23,10.684792085881035
24,10.52422712375253
25,10.37595762023475
26,10.238280917227621
27,10.109815637193705
28,9.989419054541408
29,9.876122544362488
30,9.76913852639786
31,9.667789871952198
32,9.571472336603419
33,9.479710278804735
34,9.392063955103634
35,9.308153810489983
36,9.227648886490897
37,9.150261495353512
38,9.07573921690937
39,9.003844146103324
40,8.934381591997958
41,8.867165746454297
42,8.802034527494566
43,8.73883987586006
44,8.677456594194329
45,8.617750235382413
46,8.559615934234214
47,8.50296198635123
48,8.447679609440764
49,8.393693889150288
50,8.34092980414609
51,8.289306246004877
52,8.238767016886868
53,8.189241297814322
54,8.140679088126305
55,8.093017024988946
56,8.046218063917177
57,8.000223382131654
58,7.954993041537229
59,7.910476090923078
60,7.866638956063426
61,7.823448357915602
62,7.780863535728938
63,7.738850396108997
64,7.6973774217641955
65,7.656416562183758
66,7.615937994970835
67,7.575906599760588
68,7.5362998118020466
69,7.497094156265045
70,7.458252335596615
71,7.419763854738154
72,7.381591504838157
73,7.3437261502013715
74,7.306131851553015
75,7.268788431897637
76,7.231685053775986
77,7.194798692993828
78,7.158094728985232
79,7.121572849004851
80,7.085195786989989
81,7.04896655837055
82,7.012853974724645
83,6.9768409324122125
84,6.9409122239001135
85,6.90505376342029
86,6.86925415406725
87,6.833491364210131
88,6.79775160183415
89,6.762029482823904
90,6.726317972001371
91,6.690586366826504
92,6.654871697420864
93,6.6191251371382975
94,6.583355699863015
95,6.547583805620538
96,6.511799498474096
97,6.476052816920209
98,6.440362179747113
99,6.404799393574431
