,Run Number,BO Iter,Best Error,Exploration Bias,Max EI,Theta Max EI,Min Obj,Min Obj Act,Theta Min Obj,Min Obj Cum.,Theta Min Obj Cum.,Time/Iter,EP Method Val,BO Method,Max Evals,Total Run Time,L2 Norm Theta
25,12,1,1585612.9125731133,1.0,0.0,[-0.62740484 -0.20070918 -3.66143022  1.42800906],-586160845.9285865,2070586.2735238106,[-0.74897322 -2.         -5.486215    0.2666226 ],2070586.2735238106,[-0.74897322 -2.         -5.486215    0.2666226 ],0.27905845642089844,1,A1,2,0.5581169128417969,1.5095000662664662
36,2,0,14.276481586175757,1.0,2.8166884776075936,[ -0.77095784  -2.         -10.           0.26941716],94825.4496621676,2041657.2999226947,[ -0.77095804  -2.         -10.           0.26941686],2041657.2999226947,[ -0.77095804  -2.         -10.           0.26941686],1.2177438735961914,1,B1,3,3.653231620788574,3.672582478452027
506,11,26,616.6815864147767,1.0,14745.972187349405,[-0.79575264 -1.31829101 -5.86854147  0.71267537],210.67579757905685,260.24796333506833,[-0.82040375 -1.29420197 -6.46459602  0.69947996],260.24796333506833,[-0.82040375 -1.29420197 -6.46459602  0.69947996],266.07590889930725,1,A2,44,11707.339991569519,0.34650154751477186
659,14,0,1585612.9125731133,1.0,0.0,[-0.53762385 -1.54209214 -3.91624606  1.1544071 ],58972.0506688914,1190320.8975486225,[-0.07504339  1.00010278 -9.1878628   0.5289114 ],1190320.8975486225,[-0.07504339  1.00010278 -9.1878628   0.5289114 ],199.4194779396057,1,C2,2,398.8389558792114,3.4799186198820338
