Theta 1,Theta 2,train_sse
-2.0,-2.0,123.83255616956885
-2.0,-1.5555555555555556,100.31649189202446
-2.0,-1.1111111111111112,90.23252637991217
-2.0,-0.6666666666666667,93.58065963323196
-2.0,-0.22222222222222232,110.36089165198389
-2.0,0.22222222222222232,140.5732224361679
-2.0,0.6666666666666665,184.21765198578396
-2.0,1.1111111111111107,241.29418030083215
-2.0,1.5555555555555554,311.8028073813125
-2.0,2.0,395.7435332272249
-1.5555555555555556,-2.0,99.16939378372855
-1.5555555555555556,-1.5555555555555556,75.65332950618418
-1.5555555555555556,-1.1111111111111112,65.56936399407186
-1.5555555555555556,-0.6666666666666667,68.9174972473917
-1.5555555555555556,-0.22222222222222232,85.69772926614358
-1.5555555555555556,0.22222222222222232,115.9100600503276
-1.5555555555555556,0.6666666666666665,159.55448959994365
-1.5555555555555556,1.1111111111111107,216.63101791499184
-1.5555555555555556,1.5555555555555554,287.13964499547217
-1.5555555555555556,2.0,371.0803708413846
-1.1111111111111112,-2.0,78.45684868183886
-1.1111111111111112,-1.5555555555555556,54.9407844042945
-1.1111111111111112,-1.1111111111111112,44.856818892182204
-1.1111111111111112,-0.6666666666666667,48.204952145502006
-1.1111111111111112,-0.22222222222222232,64.98518416425391
-1.1111111111111112,0.22222222222222232,95.19751494843793
-1.1111111111111112,0.6666666666666665,138.84194449805403
-1.1111111111111112,1.1111111111111107,195.91847281310214
-1.1111111111111112,1.5555555555555554,266.4270998935825
-1.1111111111111112,2.0,350.367825739495
-0.6666666666666667,-2.0,61.69492086389983
-0.6666666666666667,-1.5555555555555556,38.17885658635543
-0.6666666666666667,-1.1111111111111112,28.09489107424315
-0.6666666666666667,-0.6666666666666667,31.44302432756295
-0.6666666666666667,-0.22222222222222232,48.223256346314855
-0.6666666666666667,0.22222222222222232,78.43558713049887
-0.6666666666666667,0.6666666666666665,122.08001668011497
-0.6666666666666667,1.1111111111111107,179.15654499516313
-0.6666666666666667,1.5555555555555554,249.66517207564345
-0.6666666666666667,2.0,333.60589792155594
-0.22222222222222232,-2.0,48.88361032991139
-0.22222222222222232,-1.5555555555555556,25.367546052366993
-0.22222222222222232,-1.1111111111111112,15.283580540254707
-0.22222222222222232,-0.6666666666666667,18.63171379357452
-0.22222222222222232,-0.22222222222222232,35.411945812326415
-0.22222222222222232,0.22222222222222232,65.62427659651043
-0.22222222222222232,0.6666666666666665,109.26870614612652
-0.22222222222222232,1.1111111111111107,166.3452344611747
-0.22222222222222232,1.5555555555555554,236.853861541655
-0.22222222222222232,2.0,320.79458738756745
0.22222222222222232,-2.0,40.02291707987355
0.22222222222222232,-1.5555555555555556,16.50685280232917
0.22222222222222232,-1.1111111111111112,6.422887290216879
0.22222222222222232,-0.6666666666666667,9.771020543536691
0.22222222222222232,-0.22222222222222232,26.551252562288592
0.22222222222222232,0.22222222222222232,56.7635833464726
0.22222222222222232,0.6666666666666665,100.40801289608869
0.22222222222222232,1.1111111111111107,157.48454121113684
0.22222222222222232,1.5555555555555554,227.99316829161717
0.22222222222222232,2.0,311.9338941375296
0.6666666666666665,-2.0,35.112841113786345
0.6666666666666665,-1.5555555555555556,11.596776836241967
0.6666666666666665,-1.1111111111111112,1.5128113241296761
0.6666666666666665,-0.6666666666666667,4.860944577449484
0.6666666666666665,-0.22222222222222232,21.64117659620139
0.6666666666666665,0.22222222222222232,51.85350738038541
0.6666666666666665,0.6666666666666665,95.49793693000149
0.6666666666666665,1.1111111111111107,152.57446524504968
0.6666666666666665,1.5555555555555554,223.08309232552998
0.6666666666666665,2.0,307.0238181714424
1.1111111111111107,-2.0,34.15338243164976
1.1111111111111107,-1.5555555555555556,10.637318154105373
1.1111111111111107,-1.1111111111111112,0.5533526419930864
1.1111111111111107,-0.6666666666666667,3.9014858953128915
1.1111111111111107,-0.22222222222222232,20.681717914064798
1.1111111111111107,0.22222222222222232,50.894048698248824
1.1111111111111107,0.6666666666666665,94.53847824786489
1.1111111111111107,1.1111111111111107,151.61500656291304
1.1111111111111107,1.5555555555555554,222.1236336433934
1.1111111111111107,2.0,306.06435948930584
1.5555555555555554,-2.0,37.144541033463796
1.5555555555555554,-1.5555555555555556,13.628476755919397
1.5555555555555554,-1.1111111111111112,3.5445112438071145
1.5555555555555554,-0.6666666666666667,6.892644497126916
1.5555555555555554,-0.22222222222222232,23.672876515878826
1.5555555555555554,0.22222222222222232,53.885207300062845
1.5555555555555554,0.6666666666666665,97.52963684967892
1.5555555555555554,1.1111111111111107,154.6061651647271
1.5555555555555554,1.5555555555555554,225.1147922452074
1.5555555555555554,2.0,309.05551809111984
2.0,-2.0,44.08631691922844
2.0,-1.5555555555555556,20.570252641684046
2.0,-1.1111111111111112,10.486287129571753
2.0,-0.6666666666666667,13.834420382891565
2.0,-0.22222222222222232,30.614652401643475
2.0,0.22222222222222232,60.826983185827494
2.0,0.6666666666666665,104.47141273544358
2.0,1.1111111111111107,161.54794105049174
2.0,1.5555555555555554,232.05656813097204
2.0,2.0,315.99729397688446
