a_1,a_2,a_3,a_4,x_1,x_2,V,V_scaled
1.1376337095979028,-0.2846652897945152,-1.4138512969102202,-1.4818398272738322,0.375,0.75,-51.77765758114331,103604.5903335625
1.1376337095979028,-0.2846652897945152,-1.4138512969102202,-1.4818398272738322,0.375,1.375,-14.297441014085715,103642.07055012956
1.1376337095979028,-0.2846652897945152,-1.4138512969102202,-1.4818398272738322,0.375,2.0,-1391.050807504861,102265.31718363879
1.1376337095979028,-0.2846652897945152,-1.4138512969102202,-1.4818398272738322,1.0,-0.5,-16.38848819474697,103639.9795029489
1.1376337095979028,-0.2846652897945152,-1.4138512969102202,-1.4818398272738322,1.0,0.125,-189.4802246261987,103466.88776651745
1.1376337095979028,-0.2846652897945152,-1.4138512969102202,-1.4818398272738322,1.0,0.75,-40.956266424696295,103615.41172471896
1.1376337095979028,-0.2846652897945152,-1.4138512969102202,-1.4818398272738322,1.0,1.375,-0.7774442310408273,103655.5905469126
1.1376337095979028,-0.2846652897945152,-1.4138512969102202,-1.4818398272738322,1.0,2.0,-5321.884718303781,98334.48327283986
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,-1.5,-0.5,90.03768170360958,103746.40567284726
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,-1.5,0.125,-427.4807754195012,103228.88721572414
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,-1.5,0.75,-2580.941589339241,101075.4264018044
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,-1.5,1.375,-81.21984529604869,103575.1481458476
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,-1.5,2.0,17.813704313181724,103674.18169545683
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,-0.875,-0.5,63.166030749993936,103719.53402189365
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,-0.875,0.125,-1.451281388460611,103654.91670975518
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,-0.875,0.75,-98.50073439322338,103557.86725675043
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,-0.875,1.375,-180.7907862939333,103475.57720484972
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,-0.875,2.0,28.83174223489111,103685.19973337854
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,-0.25,-0.5,18.177011905310643,103674.54500304896
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,-0.25,0.125,-54.792267345727424,103601.57572379793
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,-0.25,0.75,-44.452674390483004,103611.91531675316
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,-0.25,1.375,-85.13865749469069,103571.22933364895
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,-0.25,2.0,-89.3108074742637,103567.05718366939
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,0.375,-0.5,-7.731025121068457,103648.63696602258
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,0.375,0.125,-140.8051514606176,103515.56283968303
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,0.375,0.75,-48.77319615679619,103607.59479498686
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,0.375,1.375,-6.949621589348256,103649.4183695543
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,0.375,2.0,-966.4855198054372,102689.8824713382
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,1.0,-0.5,-16.102585608779346,103640.26540553487
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,1.0,0.125,-187.1679195183115,103469.20007162534
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,1.0,0.75,-36.09606719147497,103620.27192395217
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,1.0,1.375,0.37019199386669627,103656.73818313751
-0.9099187375346118,-0.40551182264861363,-1.876756554337403,-0.9076286626438557,1.0,2.0,-1875.592888228837,101780.7751029148
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,-1.5,-0.5,49.04948561426562,103705.41747675791
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,-1.5,0.125,-3092.511247668045,100563.8567434756
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,-1.5,0.75,-9297.161513266119,94359.20647787752
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,-1.5,1.375,-293.2547300745649,103363.11326106908
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,-1.5,2.0,35.99558686961697,103692.36357801326
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,-0.875,-0.5,13.572693654373595,103669.94068479803
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,-0.875,0.125,-583.5223595366579,103072.845631607
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,-0.875,0.75,-193.7600096724844,103462.60798147117
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,-0.875,1.375,-217.24743794075195,103439.1205532029
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,-0.875,2.0,29.661607874538014,103686.02959901819
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,-0.25,-0.5,80.31641322737907,103736.68440437103
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,-0.25,0.125,-263.84920604694935,103392.5187850967
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,-0.25,0.75,-17.892689872695108,103638.47530127096
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,-0.25,1.375,-47.257839457118216,103609.11015168653
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,-0.25,2.0,11.548305216760525,103667.9162963604
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,0.375,-0.5,758.1969525482165,104414.56494369186
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,0.375,0.125,237.01409709969514,103893.38208824335
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,0.375,0.75,408.418516984188,104064.78650812784
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,0.375,1.375,805.4445535068311,104461.81254465049
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,0.375,2.0,46.44859946113911,103702.8165906048
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,1.0,-0.5,24824.597367331087,128480.96535847474
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,1.0,0.125,18364.507094979563,122020.87508612321
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,1.0,0.75,23924.239919455555,127580.6079105992
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,1.0,1.375,53830.913155743714,157487.28114688734
0.3340536567001817,1.042314259314319,-0.6515974146458223,1.9093004221038696,1.0,2.0,178415.79594437135,282072.16393551504
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,-1.5,-0.5,-460.07166435683246,103196.29632678682
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,-1.5,0.125,-6134.991904301654,97521.37608684199
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,-1.5,0.75,-56.30922104995663,103600.05877009369
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,-1.5,1.375,16.736680207372626,103673.10467135101
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,-1.5,2.0,25.659988679774887,103682.02797982343
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,-0.875,-0.5,-57.851932159066294,103598.51605898458
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,-0.875,0.125,-1282.2034893121884,102374.16450183146
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,-0.875,0.75,-71.22142454977471,103585.14656659387
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,-0.875,1.375,-65.18958751121798,103591.17840363242
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,-0.875,2.0,31.47657406160889,103687.84456520526
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,-0.25,-0.5,9.99422783910535,103666.36221898276
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,-0.25,0.125,-419.7737726135468,103236.5942185301
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,-0.25,0.75,-36.30568552397314,103620.06230561968
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,-0.25,1.375,-39.02162837814562,103617.3463627655
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,-0.25,2.0,-15.33369094123509,103641.03430020242
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,0.375,-0.5,38.64780443027938,103695.01579557393
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,0.375,0.125,-203.16017289660027,103453.20781824704
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,0.375,0.75,-17.9250226579005,103638.44296848575
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,0.375,1.375,63.36057973624477,103719.72857087989
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,0.375,2.0,185.73911629749963,103842.10710744114
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,1.0,-0.5,90.61848358320947,103746.98647472686
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,1.0,0.125,-113.50791464842047,103542.86007649523
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,1.0,0.75,53.64499060071563,103710.01298174437
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,1.0,1.375,231.93307670892247,103888.30106785258
0.5731916605505671,-0.08062259728942567,-8.101727620338075,0.5475373319116299,1.0,2.0,896.2306456098889,104552.59863675354
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,-1.5,-0.5,-1724197.9782769957,-1620541.610285852
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,-1.5,0.125,-17968899.96575559,-17865243.597764447
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,-1.5,0.75,-77469.30489236055,26187.063098783092
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,-1.5,1.375,18.232011022432403,103674.60000216609
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,-1.5,2.0,30.235375128616656,103686.60336627226
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,-0.875,-0.5,-10893.591954934232,92762.77603620941
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,-0.875,0.125,-114256.73367188586,-10600.365680742212
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,-0.875,0.75,-668.7399016120855,102987.62808953156
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,-0.875,1.375,-58.02926483935481,103598.3387263043
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,-0.875,2.0,31.93244650840028,103688.30043765205
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,-0.25,-0.5,-222.93383395579278,103433.43415718786
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,-0.25,0.125,-3072.6251926928185,100583.74279845082
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,-0.25,0.75,-44.69442110777072,103611.67357003588
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,-0.25,1.375,-24.544006800920577,103631.82398434273
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,-0.25,2.0,16.583299636474536,103672.95129078013
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,0.375,-0.5,170.8858568506281,103827.25384799427
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,0.375,0.125,-261.53771721138344,103394.83027393227
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,0.375,0.75,56.17037271941696,103712.53836386306
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,0.375,1.375,219.50357662755488,103875.8715677712
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,0.375,2.0,666.1086784295603,104322.47666957321
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,1.0,-0.5,1461.5844122567512,105117.9524034004
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,1.0,0.125,821.1592900013491,104477.527281145
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,1.0,0.75,1181.1696398346608,104837.5376309783
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,1.0,1.375,3202.9539632757264,106859.32195441937
1.8499270654739894,1.5439182484027918,-8.742595487215818,1.2038525600397518,1.0,2.0,12375.33195341945,116031.6999445631
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,-1.5,-0.5,122.0698567825782,103778.43784792622
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,-1.5,0.125,-1175.0001175544971,102481.36787358914
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,-1.5,0.75,-3251.3947208102154,100404.97327033343
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,-1.5,1.375,-23.877721098876844,103632.49027004477
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,-1.5,2.0,24.382223053035503,103680.75021419668
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,-0.875,-0.5,60.951454925235055,103717.31944606888
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,-0.875,0.125,-106.09816376636273,103550.26982737728
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,-0.875,0.75,-240.3803954700169,103415.98759567364
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,-0.875,1.375,-157.25911084231043,103499.10888030134
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,-0.875,2.0,29.852108864473216,103686.22010000813
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,-0.25,-0.5,35.887848419914185,103692.25583956356
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,-0.25,0.125,-98.85629208991902,103557.51169905374
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,-0.25,0.75,-43.22069891710943,103613.14729222654
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,-0.25,1.375,-67.85674154743472,103588.51124959621
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,-0.25,2.0,-53.838566657184366,103602.52942448646
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,0.375,-0.5,26.240145262502708,103682.60813640615
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,0.375,0.125,-153.79519733891397,103502.57279380473
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,0.375,0.75,-43.710566098618514,103612.65742504504
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,0.375,1.375,37.68010122377521,103694.04809236742
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,0.375,2.0,-361.52133963277873,103294.84665151087
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,1.0,-0.5,31.097614146722094,103687.46560529037
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,1.0,0.125,-263.7119957709782,103392.65599537267
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,1.0,0.75,-234.7638931353493,103421.6040980083
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,1.0,1.375,102.73943195330146,103759.10742309695
-0.3923314387327572,1.6550420118452935,-2.770613427773717,0.3446217591909262,1.0,2.0,146.66586769438763,103803.03385883804
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,-1.5,-0.5,143.70571542711124,103800.07370657077
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,-1.5,0.125,-1398.0534037347888,102258.31458740887
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,-1.5,0.75,-3112.132088453395,100544.23590269026
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,-1.5,1.375,15.423841291310543,103671.79183243496
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,-1.5,2.0,28.56697480943442,103684.93496595309
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,-0.875,-0.5,62.13540649263576,103718.50339763629
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,-0.875,0.125,-110.83116251540358,103545.53682862825
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,-0.875,0.75,-235.33230922254026,103421.0356819211
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,-0.875,1.375,-82.33874192498037,103574.02924921867
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,-0.875,2.0,31.41429259102413,103687.78228373468
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,-0.25,-0.5,55.550322615006365,103711.91831375865
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,-0.25,0.125,-84.56233946031557,103571.80565168333
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,-0.25,0.75,-36.39679688323314,103619.97119426042
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,-0.25,1.375,-37.49577794967092,103618.87221319397
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,-0.25,2.0,-4.718611116962862,103651.64938002669
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,0.375,-0.5,119.39526842554996,103775.7632595692
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,0.375,0.125,-97.13091713933716,103559.23707400431
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,0.375,0.75,11.219562373464115,103667.5875535171
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,0.375,1.375,142.6538441470115,103799.02183529067
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,0.375,2.0,413.65265116099715,104070.02064230465
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,1.0,-0.5,579.6251315609945,104235.99312270465
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,1.0,0.125,126.21915502932518,103782.58714617297
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,1.0,0.75,251.24143105985462,103907.6094222035
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,1.0,1.375,1291.5163831087627,104947.8843742524
-0.4321304017550254,1.8060149173567739,-6.758034292773939,0.9768268775058457,1.0,2.0,4990.799103940168,108647.16709508382
-1.7246979511075,-0.7553366228684595,-7.306501650526521,-1.1834595409581805,-1.5,-0.5,84.53340104936132,103740.90139219302
-1.7246979511075,-0.7553366228684595,-7.306501650526521,-1.1834595409581805,-1.5,0.125,18.3669570785329,103674.73494822218
-1.7246979511075,-0.7553366228684595,-7.306501650526521,-1.1834595409581805,-1.5,0.75,-8.498099586064127,103647.86989155758
-1.7246979511075,-0.7553366228684595,-7.306501650526521,-1.1834595409581805,-1.5,1.375,10.586173783293761,103666.95416492694
-1.7246979511075,-0.7553366228684595,-7.306501650526521,-1.1834595409581805,-1.5,2.0,16.64616400566267,103673.01415514931
-1.7246979511075,-0.7553366228684595,-7.306501650526521,-1.1834595409581805,-0.875,-0.5,63.52398139303864,103719.89197253669
-1.7246979511075,-0.7553366228684595,-7.306501650526521,-1.1834595409581805,-0.875,0.125,9.344025007698063,103665.71201615134
-1.7246979511075,-0.7553366228684595,-7.306501650526521,-1.1834595409581805,-0.875,0.75,-49.59194431885469,103606.77604682479
-1.7246979511075,-0.7553366228684595,-7.306501650526521,-1.1834595409581805,-0.875,1.375,-75.36943909187951,103580.99855205177
-1.7246979511075,-0.7553366228684595,-7.306501650526521,-1.1834595409581805,-0.875,2.0,30.439137354249347,103686.8071284979
-1.7246979511075,-0.7553366228684595,-7.306501650526521,-1.1834595409581805,-0.25,-0.5,17.84707990304851,103674.2150710467
-1.7246979511075,-0.7553366228684595,-7.306501650526521,-1.1834595409581805,-0.25,0.125,-26.045732843511033,103630.32225830013
-1.7246979511075,-0.7553366228684595,-7.306501650526521,-1.1834595409581805,-0.25,0.75,-44.2637221487832,103612.10426899487
-1.7246979511075,-0.7553366228684595,-7.306501650526521,-1.1834595409581805,-0.25,1.375,-58.956212878821304,103597.41177826482
-1.7246979511075,-0.7553366228684595,-7.306501650526521,-1.1834595409581805,-0.25,2.0,-59.51376684574646,103596.8542242979
-1.7246979511075,-0.7553366228684595,-7.306501650526521,-1.1834595409581805,0.375,-0.5,-6.130113782564793,103650.23787736108
-1.7246979511075,-0.7553366228684595,-7.306501650526521,-1.1834595409581805,0.375,0.125,-107.9205753845869,103548.44741575906
-1.7246979511075,-0.7553366228684595,-7.306501650526521,-1.1834595409581805,0.375,0.75,-47.1391278349677,103609.22886330869
-1.7246979511075,-0.7553366228684595,-7.306501650526521,-1.1834595409581805,0.375,1.375,2.1929253287427413,103658.56091647239
-1.7246979511075,-0.7553366228684595,-7.306501650526521,-1.1834595409581805,0.375,2.0,-7.9651062127403165,103648.40288493091
