,Theta_1,Theta_2,y-value
0,1.85665734819319,0.76582815814491,113.86022693913218
1,-1.53585434394909,-1.45893398137951,71.05993198981953
2,1.19293350851797,-1.25492606243862,2.547694471185756
3,-1.92916722492876,0.890235627729636,207.36206724974338
4,0.27640078924998,0.0600361534943215,43.59614853632458
5,0.670089590800597,-0.676893657840913,4.672690879004442
6,-0.268637196690294,0.61656361081187,105.16236228686091
7,0.825767091480365,1.38669568229291,194.50072450657177
8,1.00637669807303,0.336274843484996,61.01708920742259
9,-0.00162440316244017,0.120028446502298,52.819859605124584
10,-1.34501829172243,0.426364718323499,124.20924869598414
11,-0.980627830184371,-0.131593663577962,64.83060805774038
12,-1.05624542220997,-1.92836185869734,71.12846151864835
13,-1.74253676043622,1.04333933881058,217.31037955521947
14,-1.36873865843579,1.91211063471707,344.82187300087026
15,-0.160205266112515,-0.772867777537056,15.12846498712237
16,1.29092461249852,1.74088455117156,256.92812496393077
17,-0.71960965592195,-0.937701851360352,29.511856497652555
18,-0.529856412959252,1.55895847303969,246.4452065373802
