,a1,a2,a3,a4,Yexp
0,-1.6870249203970085,-0.8286817209087556,-4.30157407502578,0.8444931834159641,134467.81950314267
1,-0.9716074629603564,-1.9915380120490507,-6.930196824591443,-0.9836475258097526,377816.3535781889
2,-0.002658773446759799,-1.443724800012951,-1.7424721634886442,-0.4130308394740214,5932506.129521796
3,-0.6005626050679393,-0.1830621436971256,-3.4916511221430877,1.243078029465464,7895505.737286538
4,-1.9315603489978272,-1.7705333704589454,-5.149590536599123,1.4518503034248504,39968310.36088994
5,-1.1279747219748288,-1.8782590915328132,-8.993870373447288,-0.7972477098560478,367828.5108554231
6,-0.48828625669966774,-0.3912810051783917,-7.854103457051586,0.4891006245472984,97481.9723681549
7,-1.792323820807022,-0.2089730779854313,-5.685065772570003,0.07881221129814708,284808.8647670006
8,-0.5477729896918686,-1.0792857880497229,-8.097543196739522,0.38754930051666747,147651.1007093657
9,-1.012651840723992,-0.6962781584917164,-1.0663872686147151,-1.6452196654726343,19332102.078724947
10,-0.23770563709562187,-1.1623421641340796,-9.391048065334651,0.7842702212461434,56344.00211120079
11,-1.4931237453143036,-0.4762791724348787,-0.1604820588621525,-1.8378664038856463,103889747.41990863
12,-1.5595952887787032,-1.659468922676149,-2.6337341794152387,1.766121437388732,382652247.7836951
13,-1.3766467257480157,-0.967267525258072,-6.400124675366291,1.1560846617100475,3968701.5328207742
14,-0.8723208529548105,-1.307460471290485,-0.5036689972296813,-1.4358869051380188,54390376.51254897
15,-1.2782042672060705,-1.2540069463724468,-2.3083525042330786,-1.118505247135641,2429198.3306112443
16,-1.8635883129488369,-1.5322905794550994,-4.860301665956621,-1.2029333046702648,415616.48717039765
17,-0.7377219803653268,-0.005466390072657035,-9.562911287312593,-0.3809175539418068,368399.2621238227
18,-0.3602545025133488,-0.7790930954742445,-7.302859846567543,1.8856218194609982,900934336.6682867
19,-0.17949658727905904,-0.5623149984411282,-3.7551573003927574,-0.11130857793091264,556069.0084189281
