,a1,a2,a3,a4,Yexp
0,-1.374049840794017,0.34263655818248884,-4.30157407502578,0.8444931834159641,6174.263320490497
1,0.056785074079287234,-1.9830760240981016,-6.930196824591443,-0.9836475258097526,15708.921858825579
2,1.9946824531064804,-0.8874496000259018,-1.7424721634886442,-0.4130308394740214,10261677.622970557
3,0.7988747898641213,1.6338757126057488,-3.4916511221430877,1.243078029465464,108890.60162778893
4,-1.8631206979956547,-1.5410667409178909,-5.149590536599123,1.4518503034248504,227472.5677056313
5,-0.25594944394965746,-1.7565181830656262,-8.993870373447288,-0.7972477098560478,11781.151837843805
6,1.0234274866006645,1.2174379896432166,-7.854103457051586,0.4891006245472984,106487.79394692404
7,-1.584647641614044,1.5820538440291374,-5.685065772570003,0.07881221129814708,46773.51009330519
8,0.9044540206162628,-0.15857157609944572,-8.097543196739522,0.38754930051666747,39385.01271606772
9,-0.025303681447983895,0.6074436830165673,-1.0663872686147151,-1.6452196654726343,27959.962004302964
10,1.5245887258087563,-0.3246843282681593,-9.391048065334651,0.7842702212461434,517301.50342681183
11,-0.9862474906286072,1.0474416551302426,-0.1604820588621525,-1.8378664038856463,29598.58217855737
12,-1.1191905775574065,-1.318937845352298,-2.6337341794152387,1.766121437388732,1264671.0066277524
13,-0.7532934514960314,0.06546494948385595,-6.400124675366291,1.1560846617100475,27139.2578803976
14,0.2553582940903789,-0.6149209425809699,-0.5036689972296813,-1.4358869051380188,21933.347285190182
15,-0.556408534412141,-0.5080138927448936,-2.3083525042330786,-1.118505247135641,10713.85072572196
16,-1.7271766258976737,-1.0645811589101988,-4.860301665956621,-1.2029333046702648,3543.703680537161
17,0.5245560392693465,1.989067219854686,-9.562911287312593,-0.3809175539418068,123556.52070916316
18,1.2794909949733024,0.4418138090515109,-7.302859846567543,1.8856218194609982,2318473.8533580666
19,1.641006825441882,0.8753700031177436,-3.7551573003927574,-0.11130857793091264,1292910.6254557923
