,Run Number,BO Iter,Best Error,Exploration Bias,Max EI,Theta Max EI,Min Obj,Min Obj Act,Theta Min Obj,Min Obj Cum.,Theta Min Obj Cum.,Time/Iter,Sep Fact,BO Method,Max Evals,Total Run Time
46,8,0,2.2670234536977065,1.0,0.0,[-0.64069105 -1.25246267],0.9007856077430727,2.303844862423108,[ 2.         -1.01925497],2.303844862423108,[ 2.         -1.01925497],0.05602860450744629,0.5,B1,2,0.11205720901489258
47,8,1,2.2670234536977065,1.0,0.0,[-0.12469795  1.84466338],0.9002444042317146,2.303852897147038,[ 2.         -1.01931632],2.303844862423108,[ 2.         -1.01925497],0.05240893363952637,0.5,B1,2,0.10481786727905273
48,9,0,2.2670234536977065,1.0,0.0,[-0.90236432  1.00990726],0.9007856077430727,2.303844862423108,[ 2.         -1.01925497],2.303844862423108,[ 2.         -1.01925497],0.055944204330444336,0.5,B1,2,0.11188840866088867
49,9,1,2.2670234536977065,1.0,0.0,[ 0.37116808 -1.78972989],0.90075723014803,2.30384156521087,[ 2.         -1.01922974],2.30384156521087,[ 2.         -1.01922974],0.053932905197143555,0.5,B1,2,0.10786581039428711
50,10,0,2.2670234536977065,1.0,0.0,[-0.64069105 -1.25246267],0.9007856077430727,2.303844862423108,[ 2.         -1.01925497],2.303844862423108,[ 2.         -1.01925497],0.05469202995300293,0.5,B1,2,0.10938405990600586
51,10,1,2.2670234536977065,1.0,0.0,[-0.12469795  1.84466338],0.9002444042317146,2.303852897147038,[ 2.         -1.01931632],2.303844862423108,[ 2.         -1.01925497],0.05103349685668945,0.5,B1,2,0.1020669937133789
52,11,0,2.2670234536977065,1.0,0.0,[1.13405366 1.44231426],0.9007856077430727,2.303844862423108,[ 2.         -1.01925497],2.303844862423108,[ 2.         -1.01925497],0.07137656211853027,0.5,B1,2,0.14275312423706055
53,11,1,2.2670234536977065,1.0,0.0,[-0.50321372 -0.02317312],0.9006007027178717,2.3038425007721424,[ 2.        -1.0192369],2.3038425007721424,[ 2.        -1.0192369],0.06909489631652832,0.5,B1,2,0.13818979263305664
54,12,0,2.2670234536977065,1.0,0.0,[0.64929738 0.09237134],0.9007863680267136,2.3038448326988004,[ 2.         -1.01925474],2.3038448326988004,[ 2.         -1.01925474],0.06676697731018066,0.5,B1,2,0.13353395462036133
55,12,1,2.2670234536977065,1.0,0.0,[-1.69186718 -1.81246992],0.9016092874650741,2.303913736951326,[ 2.         -1.01977466],2.3038448326988004,[ 2.         -1.01925474],0.060089111328125,0.5,B1,2,0.12017822265625
56,13,0,2.2670234536977065,1.0,0.0,[1.13405366 1.44231426],0.9007856077430727,2.303844862423108,[ 2.         -1.01925497],2.303844862423108,[ 2.         -1.01925497],0.06908392906188965,0.5,B1,2,0.1381678581237793
57,13,1,2.2670234536977065,1.0,0.0,[-0.50321372 -0.02317312],0.9006002597620704,2.30384249531769,[ 2.         -1.01923686],2.30384249531769,[ 2.         -1.01923686],0.06641054153442383,0.5,B1,2,0.13282108306884766
58,14,0,2.2670234536977065,1.0,0.0,[-0.90236432  1.00990726],0.9007859746425675,2.3038448482525737,[ 2.         -1.01925486],2.3038448482525737,[ 2.         -1.01925486],0.07100296020507812,0.5,B1,2,0.14200592041015625
59,14,1,2.2670234536977065,1.0,0.0,[ 0.37116808 -1.78972989],0.9007572145634635,2.303841560618563,[ 2.         -1.01922971],2.303841560618563,[ 2.         -1.01922971],0.06812834739685059,0.5,B1,2,0.13625669479370117
60,0,0,2.2670234536977065,1.0,0.0,[1.13405366 1.44231426],1.8284197514173552,-0.3853586175593449,[ 0.73919525 -0.99932498],-0.3853586175593449,[ 0.73919525 -0.99932498],0.24947047233581543,0.6,B1,2,0.49894094467163086
61,0,1,2.2670234536977065,1.0,0.0,[-0.12469795  1.84466338],1.8284257864871325,-0.38526463033664016,[ 0.73918294 -0.99933171],-0.3853586175593449,[ 0.73919525 -0.99932498],0.17862534523010254,0.6,B1,2,0.3572506904602051
62,1,0,2.2670234536977065,1.0,0.0,[-0.64069105 -1.25246267],1.8284196884555772,-0.38536101041787174,[ 0.73919557 -0.99932484],-0.38536101041787174,[ 0.73919557 -0.99932484],0.11588716506958008,0.6,B1,2,0.23177433013916016
63,1,1,2.2670234536977065,1.0,0.0,[-0.12469795  1.84466338],1.8280472233771814,-0.38403108222977494,[ 0.73902244 -0.99928525],-0.38536101041787174,[ 0.73919557 -0.99932484],0.09450078010559082,0.6,B1,2,0.18900156021118164
64,2,0,2.2670234536977065,1.0,4.033533499178695e-138,[ 1.69175463 -0.45537824],1.8284196884548383,-0.3853536379989377,[ 0.7391946  -0.99932511],-0.3853536379989377,[ 0.7391946  -0.99932511],0.11511683464050293,0.6,B1,2,0.23023366928100586
65,2,1,2.2670234536977065,1.0,0.0,[1.44992707 0.34391825],1.8295926025120437,-0.3694308550385172,[ 0.73711121 -0.99918796],-0.3853536379989377,[ 0.7391946  -0.99932511],0.09455370903015137,0.6,B1,2,0.18910741806030273
66,3,0,2.2670234536977065,1.0,0.0,[-1.69186718 -1.81246992],1.8284196884548383,-0.3853536379989377,[ 0.7391946  -0.99932511],-0.3853536379989377,[ 0.7391946  -0.99932511],0.15178680419921875,0.6,B1,2,0.3035736083984375
67,3,1,2.2670234536977065,1.0,0.0,[-1.69186718 -1.81246992],1.8284347691826888,-0.38504837179006646,[ 0.73915493 -0.99930966],-0.3853536379989377,[ 0.7391946  -0.99932511],0.12745380401611328,0.6,B1,2,0.25490760803222656
68,4,0,2.2670234536977065,1.0,0.0,[-1.69186718 -1.81246992],1.8284196884555772,-0.38536101041787174,[ 0.73919557 -0.99932484],-0.38536101041787174,[ 0.73919557 -0.99932484],0.11235237121582031,0.6,B1,2,0.22470474243164062
69,4,1,2.2670234536977065,1.0,0.0,[-1.69186718 -1.81246992],1.8284347691826888,-0.38504837179006646,[ 0.73915493 -0.99930966],-0.38536101041787174,[ 0.73919557 -0.99932484],0.09109711647033691,0.6,B1,2,0.18219423294067383
70,5,0,2.2670234536977065,1.0,0.0,[ 0.37116808 -1.78972989],1.8284196867542013,-0.38535687551052883,[ 0.73919502 -0.99932512],-0.38535687551052883,[ 0.73919502 -0.99932512],0.1643662452697754,0.6,B1,2,0.3287324905395508
71,5,1,2.2670234536977065,1.0,0.0,[-1.89703819 -1.59614744],1.8285651849726747,-0.3865019841739405,[ 0.7393432  -0.99946589],-0.3865019841739405,[ 0.7393432  -0.99946589],0.14601635932922363,0.6,B1,2,0.29203271865844727
72,6,0,2.2670234536977065,1.0,0.0,[-0.64069105 -1.25246267],1.8284196884555772,-0.38536101041787174,[ 0.73919557 -0.99932484],-0.38536101041787174,[ 0.73919557 -0.99932484],0.11675572395324707,0.6,B1,2,0.23351144790649414
73,6,1,2.2670234536977065,1.0,0.0,[-0.12469795  1.84466338],1.8280472233771814,-0.38403108222977494,[ 0.73902244 -0.99928525],-0.38536101041787174,[ 0.73919557 -0.99932484],0.0965583324432373,0.6,B1,2,0.1931166648864746
74,7,0,2.2670234536977065,1.0,4.033533499178695e-138,[ 1.69175463 -0.45537824],1.8284196884555772,-0.38536101041787174,[ 0.73919557 -0.99932484],-0.38536101041787174,[ 0.73919557 -0.99932484],0.11511945724487305,0.6,B1,2,0.2302389144897461
75,7,1,2.2670234536977065,1.0,0.0,[-0.50321372 -0.02317312],1.829592602508228,-0.36945215910884954,[ 0.73711401 -0.99918828],-0.38536101041787174,[ 0.73919557 -0.99932484],0.09438037872314453,0.6,B1,2,0.18876075744628906
76,8,0,2.2670234536977065,1.0,0.0,[ 0.37116808 -1.78972989],1.8284196884548383,-0.3853536379989377,[ 0.7391946  -0.99932511],-0.3853536379989377,[ 0.7391946  -0.99932511],0.11371064186096191,0.6,B1,2,0.22742128372192383
77,8,1,2.2670234536977065,1.0,0.0,[-1.89703819 -1.59614744],1.8285649735797955,-0.38644238004312553,[ 0.73933542 -0.99946692],-0.38644238004312553,[ 0.73933542 -0.99946692],0.09422945976257324,0.6,B1,2,0.18845891952514648
78,9,0,2.2670234536977065,1.0,0.0,[1.13405366 1.44231426],1.8284196884548383,-0.3853536379989377,[ 0.7391946  -0.99932511],-0.3853536379989377,[ 0.7391946  -0.99932511],0.11332273483276367,0.6,B1,2,0.22664546966552734
79,9,1,2.2670234536977065,1.0,0.0,[-0.12469795  1.84466338],1.8284259468623691,-0.3852635941233586,[ 0.7391828  -0.99933171],-0.3853536379989377,[ 0.7391946  -0.99932511],0.0939791202545166,0.6,B1,2,0.1879582405090332
80,10,0,2.2670234536977065,1.0,0.0,[ 0.37116808 -1.78972989],1.8284196884548383,-0.3853536379989377,[ 0.7391946  -0.99932511],-0.3853536379989377,[ 0.7391946  -0.99932511],0.11179685592651367,0.6,B1,2,0.22359371185302734
81,10,1,2.2670234536977065,1.0,0.0,[-1.89703819 -1.59614744],1.8285649735376195,-0.3865106504341582,[ 0.73934433 -0.999466  ],-0.3865106504341582,[ 0.73934433 -0.999466  ],0.09238219261169434,0.6,B1,2,0.18476438522338867
82,11,0,2.2670234536977065,1.0,4.033533373131104e-138,[ 1.69175463 -0.45537824],1.828419692103159,-0.3853597272785621,[ 0.7391954  -0.99932501],-0.3853597272785621,[ 0.7391954  -0.99932501],0.18934011459350586,0.6,B1,2,0.3786802291870117
83,11,1,2.2670234536977065,1.0,0.0,[1.44992707 0.34391825],1.8295926025120437,-0.3694308550385172,[ 0.73711121 -0.99918796],-0.3853597272785621,[ 0.7391954  -0.99932501],0.11898660659790039,0.6,B1,2,0.23797321319580078
84,12,0,2.2670234536977065,1.0,0.0,[-1.69186718 -1.81246992],1.8284196884555772,-0.38536101041787174,[ 0.73919557 -0.99932484],-0.38536101041787174,[ 0.73919557 -0.99932484],0.1338191032409668,0.6,B1,2,0.2676382064819336
85,12,1,2.2670234536977065,1.0,0.0,[-1.69186718 -1.81246992],1.8284347691557352,-0.3850915191846301,[ 0.73916055 -0.99930984],-0.38536101041787174,[ 0.73919557 -0.99932484],0.11227631568908691,0.6,B1,2,0.22455263137817383
86,13,0,2.2670234536977065,1.0,4.033533499178695e-138,[ 1.69175463 -0.45537824],1.8284196884548383,-0.3853536379989377,[ 0.7391946  -0.99932511],-0.3853536379989377,[ 0.7391946  -0.99932511],0.1363208293914795,0.6,B1,2,0.272641658782959
87,13,1,2.2670234536977065,1.0,0.0,[1.44992707 0.34391825],1.8295926025120437,-0.3694308550385172,[ 0.73711121 -0.99918796],-0.3853536379989377,[ 0.7391946  -0.99932511],0.11729693412780762,0.6,B1,2,0.23459386825561523
88,14,0,2.2670234536977065,1.0,0.0,[1.13405366 1.44231426],1.8284197096655763,-0.38535352251494104,[ 0.73919459 -0.99932503],-0.38535352251494104,[ 0.73919459 -0.99932503],0.13952040672302246,0.6,B1,2,0.2790408134460449
89,14,1,2.2670234536977065,1.0,0.0,[-0.12469795  1.84466338],1.8284258348304157,-0.3852603661093332,[ 0.73918238 -0.9993316 ],-0.38535352251494104,[ 0.73919459 -0.99932503],0.1231541633605957,0.6,B1,2,0.2463083267211914
90,0,0,1.6757533948317938,1.0,0.0,[1.44992707 0.34391825],1.3380683683298042,-1.1071827145596276,[ 0.90708552 -0.91525857],-1.1071827145596276,[ 0.90708552 -0.91525857],0.222395658493042,1.0,B1,2,0.444791316986084
91,0,1,1.6757533948317938,1.0,0.0,[-0.26063897 -0.29069958],1.3379548253635836,-1.1095009841083932,[ 0.90729577 -0.91532368],-1.1095009841083932,[ 0.90729577 -0.91532368],0.17276620864868164,1.0,B1,2,0.3455324172973633
92,1,0,1.6757533948317938,1.0,0.0,[ 0.37116808 -1.78972989],1.338068368317709,-1.1071726938595465,[ 0.90708771 -0.91525729],-1.1071726938595465,[ 0.90708771 -0.91525729],0.1295633316040039,1.0,B1,2,0.2591266632080078
93,1,1,1.6757533948317938,1.0,0.0,[-1.89703819 -1.59614744],1.3380121738670567,-1.1100200146122121,[ 0.90722557 -0.91537602],-1.1100200146122121,[ 0.90722557 -0.91537602],0.12647175788879395,1.0,B1,2,0.2529435157775879
94,2,0,1.6757533948317938,1.0,0.0,[0.59208142 0.69428215],1.3380683683298042,-1.1071827145596276,[ 0.90708552 -0.91525857],-1.1071827145596276,[ 0.90708552 -0.91525857],0.11216020584106445,1.0,B1,2,0.2243204116821289
95,2,1,1.6757533948317938,1.0,0.0,[-1.42680834  0.5193774 ],1.3382803125519382,-1.105758619456495,[ 0.90694429 -0.91522243],-1.1071827145596276,[ 0.90708552 -0.91525857],0.10856842994689941,1.0,B1,2,0.21713685989379883
96,3,0,1.6757533948317938,1.0,0.0,[-1.69186718 -1.81246992],1.3380683683298042,-1.1071827145596276,[ 0.90708552 -0.91525857],-1.1071827145596276,[ 0.90708552 -0.91525857],0.14903712272644043,1.0,B1,2,0.29807424545288086
97,3,1,1.6757533948317938,1.0,0.0,[ 0.37116808 -1.78972989],1.3380707788120114,-1.1071504201603257,[ 0.90708562 -0.91525669],-1.1071827145596276,[ 0.90708552 -0.91525857],0.14424538612365723,1.0,B1,2,0.28849077224731445
98,4,0,1.6757533948317938,1.0,0.0,[-1.69186718 -1.81246992],1.338068368317709,-1.1071726938595465,[ 0.90708771 -0.91525729],-1.1071726938595465,[ 0.90708771 -0.91525729],0.10926175117492676,1.0,B1,2,0.21852350234985352
99,4,1,1.6757533948317938,1.0,0.0,[ 0.37116808 -1.78972989],1.3380707788120114,-1.1071504201603257,[ 0.90708562 -0.91525669],-1.1071726938595465,[ 0.90708771 -0.91525729],0.10459518432617188,1.0,B1,2,0.20919036865234375
100,5,0,1.6757533948317938,1.0,0.0,[-0.50321372 -0.02317312],1.3380683683298042,-1.1071827145596276,[ 0.90708552 -0.91525857],-1.1071827145596276,[ 0.90708552 -0.91525857],0.13367819786071777,1.0,B1,2,0.26735639572143555
101,5,1,1.6757533948317938,1.0,0.0,[-1.19233144  1.25504201],1.3381540145178263,-1.1061560051051051,[ 0.90701671 -0.91522186],-1.1071827145596276,[ 0.90708552 -0.91525857],0.12947535514831543,1.0,B1,2,0.25895071029663086
102,6,0,1.6757533948317938,1.0,0.0,[ 0.37116808 -1.78972989],1.338068368317709,-1.1071726938595465,[ 0.90708771 -0.91525729],-1.1071726938595465,[ 0.90708771 -0.91525729],0.11439013481140137,1.0,B1,2,0.22878026962280273
103,6,1,1.6757533948317938,1.0,0.0,[-1.89703819 -1.59614744],1.3380121931262003,-1.1100214296413315,[ 0.90722562 -0.91537609],-1.1100214296413315,[ 0.90722562 -0.91537609],0.11159825325012207,1.0,B1,2,0.22319650650024414
104,7,0,1.6757533948317938,1.0,0.0,[-0.26063897 -0.29069958],1.338068368317709,-1.1071726938595465,[ 0.90708771 -0.91525729],-1.1071726938595465,[ 0.90708771 -0.91525729],0.11031055450439453,1.0,B1,2,0.22062110900878906
105,7,1,1.6757533948317938,1.0,0.0,[-0.12469795  1.84466338],1.3372547282159797,-1.1187951566135075,[ 0.90785676 -0.91567406],-1.1187951566135075,[ 0.90785676 -0.91567406],0.10756683349609375,1.0,B1,2,0.2151336669921875
106,8,0,1.6757533948317938,1.0,0.0,[-0.50321372 -0.02317312],1.3380683683298042,-1.1071827145596276,[ 0.90708552 -0.91525857],-1.1071827145596276,[ 0.90708552 -0.91525857],0.13262200355529785,1.0,B1,2,0.2652440071105957
107,8,1,1.6757533948317938,1.0,0.0,[-1.19233144  1.25504201],1.3381539775708968,-1.1061568669188278,[ 0.90701693 -0.91522184],-1.1071827145596276,[ 0.90708552 -0.91525857],0.12950634956359863,1.0,B1,2,0.25901269912719727
108,9,0,1.6757533948317938,1.0,0.0,[1.44992707 0.34391825],1.3380683683298042,-1.1071827145596276,[ 0.90708552 -0.91525857],-1.1071827145596276,[ 0.90708552 -0.91525857],0.11058330535888672,1.0,B1,2,0.22116661071777344
109,9,1,1.6757533948317938,1.0,0.0,[-0.26063897 -0.29069958],1.3379548572174622,-1.109504461117587,[ 0.90729607 -0.91532378],-1.109504461117587,[ 0.90729607 -0.91532378],0.10733222961425781,1.0,B1,2,0.21466445922851562
110,10,0,1.6757533948317938,1.0,0.0,[-0.50321372 -0.02317312],1.3380683683298042,-1.1071827145596276,[ 0.90708552 -0.91525857],-1.1071827145596276,[ 0.90708552 -0.91525857],0.16947603225708008,1.0,B1,2,0.33895206451416016
