,Run Number,BO Iter,Best Error,Exploration Bias,Max EI,Theta Max EI,Min Obj,Min Obj Act,Theta Min Obj,Min Obj Cum.,Theta Min Obj Cum.,Time/Iter,EP Method Val,BO Method,Max Evals,Total Run Time,L2 Norm Theta
31,10,2,112844.02253149835,1.0,0.0,[ 0.8852078  -0.08196267  0.91583565  1.52129031],96779.42623168323,94409.30807204277,[1.88030349 1.4029704  1.87297378 0.96940162],94409.30807204277,[1.88030349 1.4029704  1.87297378 0.96940162],0.21473073959350586,1,A1,3,0.6441922187805176,2.1191843840694693
56,4,2,11.633761812579618,1.0,0.0,[ 0.9346134  -0.14312267  0.65663397 -1.46321351],11.199510331256135,11.698246133840538,[2.         0.39337065 1.76702402 1.00633833],11.698246133840538,[2.         0.39337065 1.76702402 1.00633833],0.21291708946228027,1,B1,3,0.6387512683868408,2.0205721520585205
203,2,34,3597.601594049647,1.0,87815.773189349,[0.04705534 0.91760934 1.51396427 0.99832018],2124.2141913886016,1986.053257706423,[0.04705182 0.91760731 1.51396285 0.99832041],1986.053257706423,[0.04705182 0.91760731 1.51396285 0.99832041],311.66451501846313,1,A2,40,12466.580600738525,0.42048486031721044
1089,12,16,11.633708685598817,1.0,267.57529976877277,[ 0.8852078  -0.08196267  0.91583565  1.52129031],11.000303261337283,11.197135123619665,[0.20477    2.         0.78902838 0.94537936],11.197135123619665,[0.20477    2.         0.78902838 0.94537936],101.71353244781494,1,B2,35,3559.973635673523,1.673438019903245
1207,11,3,103361.25600242485,1.0,0.0,[-1.06413282 -0.98526328  1.12035295  1.07399026],98104.598197976,89394.95429976331,[-0.24137514  0.9184222   1.47946642  0.95449895],89394.95429976331,[-0.24137514  0.9184222   1.47946642  0.95449895],50.827117681503296,1,C2,4,203.30847072601318,0.48562440988400957
