,0
0,2.9421462674801266
1,0.1749849009562796
2,1.9478165527735165
3,2.6404240170119087
4,0.29497417813275373
5,-0.590358899975784
6,-1.6934222662650247
7,-0.8189724806590755
8,-0.3484369337207507
9,-2.46911004108737
10,-5.212157409820005
11,-6.060692942117552
12,-4.794194740814669
13,-4.54374529850576
14,-4.68807206833643
15,-4.786981497252263
16,-6.067283755257144
17,-6.984212832383329
18,-3.853209413625185
19,-5.294516736833628
20,-4.603615807568329
21,-4.3893844507819
22,-4.321092771692974
23,-4.275961630632431
24,-4.247420336359028
25,-4.239401181157182
26,-4.268663296235235
27,-4.368265275127015
28,-4.313877650842272
29,-5.019373792392767
30,-4.356238524350424
31,-4.307923835572071
32,-4.642899644391245
33,-4.3904927118562505
34,-6.2650042109792015
35,-6.26454332867636
36,-4.979902679622451
37,-5.243562293228865
38,-5.677720634776915
39,-6.550079321085663
40,-0.45656642017041976
41,-6.513606599871419
42,-6.590912254628581
43,-6.594767347757019
44,-6.674640158101938
45,-6.687251057829538
46,-6.669394317121723
47,-6.654957581650471
48,-6.661442437860924
49,-6.6700461629914924
50,-6.66804023255972
51,-6.608561960688336
52,-6.555843706753728
53,-6.451838447573812
54,-6.317400053068041
55,-6.310803990089648
56,-6.830154481301115
57,-6.516561661925373
58,-6.435372041863541
59,-6.338460077175113
60,-6.356256876658156
61,-6.278376952658413
62,-6.592641145753088
63,-7.756018343249401
64,-7.755470634614938
65,-7.759552323274496
66,-7.762201526302349
67,-7.767547223763722
68,-7.582784916117743
69,-5.816854858763544
70,-7.769953713109839
71,-7.766988677114006
72,-7.777956242465947
73,-7.795027914298213
74,-7.342593648648962
75,-5.413958283955435
76,-7.792142292364643
77,-7.795301141113065
78,-7.831400079559945
79,-7.7419595283606455
80,-7.3438695272058085
81,-5.2899500177329415
82,-7.870487627460803
83,-7.830302860623018
84,-4.734500640911069
85,-7.871326810931104
86,-7.923080527248724
87,-7.007416867708752
88,-4.773024467634342
89,-4.503353829778507
90,-7.879490201300842
91,-7.897462135184325
92,-7.936558005783569
93,-7.712032177320299
94,-4.374340515280108
95,-7.915398802656129
96,-7.958419419367267
97,-7.820664298331896
98,-4.199599666004628
99,-7.936461512224437
