,a1,a2,a3,a4,X1exp,X2exp,Yexp
0,-1.6870249203970085,-0.8286817209087556,-4.30157407502578,0.8444931834159641,-0.558,0.623,-50.77435671171155
1,-1.6870249203970085,-0.8286817209087556,-4.30157407502578,0.8444931834159641,1.442,0.028,931.6124596521879
2,-1.6870249203970085,-0.8286817209087556,-4.30157407502578,0.8444931834159641,-0.558,0.623,-50.77435671171155
3,-1.6870249203970085,-0.8286817209087556,-4.30157407502578,0.8444931834159641,1.442,0.028,931.6124596521879
4,-1.6870249203970085,-0.8286817209087556,-4.30157407502578,0.8444931834159641,-0.558,0.623,-50.77435671171155
5,-0.9716074629603564,-1.9915380120490507,-6.930196824591443,-0.9836475258097526,1.442,0.028,-164.28180111349246
6,-0.9716074629603564,-1.9915380120490507,-6.930196824591443,-0.9836475258097526,-0.558,0.623,-36.21540476746816
7,-0.9716074629603564,-1.9915380120490507,-6.930196824591443,-0.9836475258097526,1.442,0.028,-164.28180111349246
8,-0.9716074629603564,-1.9915380120490507,-6.930196824591443,-0.9836475258097526,-0.558,0.623,-36.21540476746816
9,-0.9716074629603564,-1.9915380120490507,-6.930196824591443,-0.9836475258097526,1.442,0.028,-164.28180111349246
10,-0.002658773446759799,-1.443724800012951,-1.7424721634886442,-0.4130308394740214,-0.558,0.623,-47.098385535159856
11,-0.002658773446759799,-1.443724800012951,-1.7424721634886442,-0.4130308394740214,1.442,0.028,-198.2746924455998
12,-0.002658773446759799,-1.443724800012951,-1.7424721634886442,-0.4130308394740214,-0.558,0.623,-47.098385535159856
13,-0.002658773446759799,-1.443724800012951,-1.7424721634886442,-0.4130308394740214,1.442,0.028,-198.2746924455998
14,-0.002658773446759799,-1.443724800012951,-1.7424721634886442,-0.4130308394740214,-0.558,0.623,-47.098385535159856
15,-0.6005626050679393,-0.1830621436971256,-3.4916511221430877,1.243078029465464,1.442,0.028,11409.103460881839
16,-0.6005626050679393,-0.1830621436971256,-3.4916511221430877,1.243078029465464,-0.558,0.623,-65.02572266930198
17,-0.6005626050679393,-0.1830621436971256,-3.4916511221430877,1.243078029465464,1.442,0.028,11409.103460881839
18,-0.6005626050679393,-0.1830621436971256,-3.4916511221430877,1.243078029465464,-0.558,0.623,-65.02572266930198
19,-0.6005626050679393,-0.1830621436971256,-3.4916511221430877,1.243078029465464,1.442,0.028,11409.103460881839
20,-1.9315603489978272,-1.7705333704589454,-5.149590536599123,1.4518503034248504,-0.558,-0.82,124.92177880602311
21,-1.9315603489978272,-1.7705333704589454,-5.149590536599123,1.4518503034248504,1.442,0.62,54730.28853076127
22,-1.9315603489978272,-1.7705333704589454,-5.149590536599123,1.4518503034248504,-0.558,-0.82,124.92177880602311
23,-1.9315603489978272,-1.7705333704589454,-5.149590536599123,1.4518503034248504,1.442,0.62,54730.28853076127
24,-1.9315603489978272,-1.7705333704589454,-5.149590536599123,1.4518503034248504,-0.558,-0.82,124.92177880602311
25,-1.1279747219748288,-1.8782590915328132,-8.993870373447288,-0.7972477098560478,1.442,0.62,-5.095810587248309
26,-1.1279747219748288,-1.8782590915328132,-8.993870373447288,-0.7972477098560478,-0.558,-0.82,80.48891747378914
27,-1.1279747219748288,-1.8782590915328132,-8.993870373447288,-0.7972477098560478,1.442,0.62,-5.095810587248309
28,-1.1279747219748288,-1.8782590915328132,-8.993870373447288,-0.7972477098560478,-0.558,-0.82,80.48891747378914
29,-1.1279747219748288,-1.8782590915328132,-8.993870373447288,-0.7972477098560478,1.442,0.62,-5.095810587248309
30,-0.48828625669966774,-0.3912810051783917,-7.854103457051586,0.4891006245472984,-0.558,-0.82,103.43142124137059
31,-0.48828625669966774,-0.3912810051783917,-7.854103457051586,0.4891006245472984,1.442,0.62,133.47321421702065
32,-0.48828625669966774,-0.3912810051783917,-7.854103457051586,0.4891006245472984,-0.558,-0.82,103.43142124137059
33,-0.48828625669966774,-0.3912810051783917,-7.854103457051586,0.4891006245472984,1.442,0.62,133.47321421702065
34,-0.48828625669966774,-0.3912810051783917,-7.854103457051586,0.4891006245472984,-0.558,-0.82,103.43142124137059
35,-1.792323820807022,-0.2089730779854313,-5.685065772570003,0.07881221129814708,1.442,0.62,-43.87294829944485
36,-1.792323820807022,-0.2089730779854313,-5.685065772570003,0.07881221129814708,-0.558,-0.82,95.5290883814495
37,-1.792323820807022,-0.2089730779854313,-5.685065772570003,0.07881221129814708,1.442,0.62,-43.87294829944485
38,-1.792323820807022,-0.2089730779854313,-5.685065772570003,0.07881221129814708,-0.558,-0.82,95.5290883814495
39,-1.792323820807022,-0.2089730779854313,-5.685065772570003,0.07881221129814708,1.442,0.62,-43.87294829944485
40,-0.5477729896918686,-1.0792857880497229,-8.097543196739522,0.38754930051666747,-0.05,-0.82,76.50664077380105
41,-0.5477729896918686,-1.0792857880497229,-8.097543196739522,0.38754930051666747,0.467,0.62,-44.74365728514353
42,-0.5477729896918686,-1.0792857880497229,-8.097543196739522,0.38754930051666747,-0.05,-0.82,76.50664077380105
43,-0.5477729896918686,-1.0792857880497229,-8.097543196739522,0.38754930051666747,0.467,0.62,-44.74365728514353
44,-0.5477729896918686,-1.0792857880497229,-8.097543196739522,0.38754930051666747,-0.05,-0.82,76.50664077380105
45,-1.012651840723992,-0.6962781584917164,-1.0663872686147151,-1.6452196654726343,0.467,0.62,-77.25667486007723
46,-1.012651840723992,-0.6962781584917164,-1.0663872686147151,-1.6452196654726343,-0.05,-0.82,12.158975577532859
47,-1.012651840723992,-0.6962781584917164,-1.0663872686147151,-1.6452196654726343,0.467,0.62,-77.25667486007723
