,a1,a2,a3,a4,X1exp,X2exp,Yexp
0,-1.6870249203970085,-0.8286817209087556,-4.30157407502578,0.8444931834159641,-0.21756230099252116,0.004174438928456148,6.928226300505763
1,-1.6870249203970085,-0.8286817209087556,-4.30157407502578,0.8444931834159641,0.9282956977281112,1.0538475368318299,367.3399405205356
2,-1.6870249203970085,-0.8286817209087556,-4.30157407502578,0.8444931834159641,-0.21756230099252116,0.004174438928456148,6.928226300505763
3,-1.6870249203970085,-0.8286817209087556,-4.30157407502578,0.8444931834159641,0.9282956977281112,1.0538475368318299,367.3399405205356
4,-1.6870249203970085,-0.8286817209087556,-4.30157407502578,0.8444931834159641,-0.21756230099252116,0.004174438928456148,6.928226300505763
5,-1.6870249203970085,-0.8286817209087556,-4.30157407502578,0.8444931834159641,0.9282956977281112,1.0538475368318299,367.3399405205356
6,-1.6870249203970085,-0.8286817209087556,-4.30157407502578,0.8444931834159641,-0.21756230099252116,0.004174438928456148,6.928226300505763
7,-1.6870249203970085,-0.8286817209087556,-4.30157407502578,0.8444931834159641,0.9282956977281112,1.0538475368318299,367.3399405205356
8,-1.6870249203970085,-0.8286817209087556,-4.30157407502578,0.8444931834159641,-0.21756230099252116,0.004174438928456148,6.928226300505763
9,-1.6870249203970085,-0.8286817209087556,-4.30157407502578,0.8444931834159641,0.9282956977281112,1.0538475368318299,367.3399405205356
10,-1.6870249203970085,-0.8286817209087556,-4.30157407502578,0.8444931834159641,-0.21756230099252116,0.004174438928456148,6.928226300505763
11,-1.6870249203970085,-0.8286817209087556,-4.30157407502578,0.8444931834159641,0.9282956977281112,1.0538475368318299,367.3399405205356
12,-1.6870249203970085,-0.8286817209087556,-4.30157407502578,0.8444931834159641,-0.21756230099252116,0.004174438928456148,6.928226300505763
13,-1.6870249203970085,-0.8286817209087556,-4.30157407502578,0.8444931834159641,0.9282956977281112,1.0538475368318299,367.3399405205356
14,-1.6870249203970085,-0.8286817209087556,-4.30157407502578,0.8444931834159641,-0.21756230099252116,0.004174438928456148,6.928226300505763
15,-0.9716074629603564,-1.9915380120490507,-6.930196824591443,-0.9836475258097526,0.9282956977281112,1.0538475368318299,-0.42687861445612946
16,-0.9716074629603564,-1.9915380120490507,-6.930196824591443,-0.9836475258097526,-0.21756230099252116,0.004174438928456148,-44.84319414416822
17,-0.9716074629603564,-1.9915380120490507,-6.930196824591443,-0.9836475258097526,0.9282956977281112,1.0538475368318299,-0.42687861445612946
18,-0.9716074629603564,-1.9915380120490507,-6.930196824591443,-0.9836475258097526,-0.21756230099252116,0.004174438928456148,-44.84319414416822
19,-0.9716074629603564,-1.9915380120490507,-6.930196824591443,-0.9836475258097526,0.9282956977281112,1.0538475368318299,-0.42687861445612946
20,-0.9716074629603564,-1.9915380120490507,-6.930196824591443,-0.9836475258097526,-0.21756230099252116,0.4210991275054319,-85.64118693254713
21,-0.9716074629603564,-1.9915380120490507,-6.930196824591443,-0.9836475258097526,0.9282956977281112,-0.17633342614736347,-145.74608047686635
22,-0.9716074629603564,-1.9915380120490507,-6.930196824591443,-0.9836475258097526,-0.21756230099252116,0.4210991275054319,-85.64118693254713
23,-0.9716074629603564,-1.9915380120490507,-6.930196824591443,-0.9836475258097526,0.9282956977281112,-0.17633342614736347,-145.74608047686635
24,-0.9716074629603564,-1.9915380120490507,-6.930196824591443,-0.9836475258097526,-0.21756230099252116,0.4210991275054319,-85.64118693254713
25,-0.9716074629603564,-1.9915380120490507,-6.930196824591443,-0.9836475258097526,0.9282956977281112,-0.17633342614736347,-145.74608047686635
26,-0.9716074629603564,-1.9915380120490507,-6.930196824591443,-0.9836475258097526,-0.21756230099252116,0.4210991275054319,-85.64118693254713
27,-0.9716074629603564,-1.9915380120490507,-6.930196824591443,-0.9836475258097526,0.9282956977281112,-0.17633342614736347,-145.74608047686635
28,-0.9716074629603564,-1.9915380120490507,-6.930196824591443,-0.9836475258097526,-0.21756230099252116,0.4210991275054319,-85.64118693254713
29,-0.9716074629603564,-1.9915380120490507,-6.930196824591443,-0.9836475258097526,0.9282956977281112,-0.17633342614736347,-145.74608047686635
30,-0.002658773446759799,-1.443724800012951,-1.7424721634886442,-0.4130308394740214,-0.21756230099252116,0.4210991275054319,-110.35966434276695
31,-0.002658773446759799,-1.443724800012951,-1.7424721634886442,-0.4130308394740214,0.9282956977281112,-0.17633342614736347,-144.66630130134033
32,-0.002658773446759799,-1.443724800012951,-1.7424721634886442,-0.4130308394740214,-0.21756230099252116,0.4210991275054319,-110.35966434276695
33,-0.002658773446759799,-1.443724800012951,-1.7424721634886442,-0.4130308394740214,0.9282956977281112,-0.17633342614736347,-144.66630130134033
34,-0.002658773446759799,-1.443724800012951,-1.7424721634886442,-0.4130308394740214,-0.21756230099252116,0.4210991275054319,-110.35966434276695
35,-0.002658773446759799,-1.443724800012951,-1.7424721634886442,-0.4130308394740214,0.9282956977281112,-0.17633342614736347,-144.66630130134033
36,-0.002658773446759799,-1.443724800012951,-1.7424721634886442,-0.4130308394740214,-0.21756230099252116,0.4210991275054319,-110.35966434276695
37,-0.002658773446759799,-1.443724800012951,-1.7424721634886442,-0.4130308394740214,0.9282956977281112,-0.17633342614736347,-144.66630130134033
38,-0.002658773446759799,-1.443724800012951,-1.7424721634886442,-0.4130308394740214,-0.21756230099252116,0.4210991275054319,-110.35966434276695
39,-0.002658773446759799,-1.443724800012951,-1.7424721634886442,-0.4130308394740214,0.9282956977281112,-0.17633342614736347,-144.66630130134033
40,-0.002658773446759799,-1.443724800012951,-1.7424721634886442,-0.4130308394740214,-1.1507870375128904,0.4210991275054319,-122.74838108704645
41,-0.002658773446759799,-1.443724800012951,-1.7424721634886442,-0.4130308394740214,-0.4443835207300447,-0.17633342614736347,-123.01671807820631
42,-0.002658773446759799,-1.443724800012951,-1.7424721634886442,-0.4130308394740214,-1.1507870375128904,0.4210991275054319,-122.74838108704645
43,-0.002658773446759799,-1.443724800012951,-1.7424721634886442,-0.4130308394740214,-0.4443835207300447,-0.17633342614736347,-123.01671807820631
44,-0.002658773446759799,-1.443724800012951,-1.7424721634886442,-0.4130308394740214,-1.1507870375128904,0.4210991275054319,-122.74838108704645
45,-0.6005626050679393,-0.1830621436971256,-3.4916511221430877,1.243078029465464,-0.4443835207300447,-0.17633342614736347,-3.6758946714991367
46,-0.6005626050679393,-0.1830621436971256,-3.4916511221430877,1.243078029465464,-1.1507870375128904,0.4210991275054319,-100.63288716456312
47,-0.6005626050679393,-0.1830621436971256,-3.4916511221430877,1.243078029465464,-0.4443835207300447,-0.17633342614736347,-3.6758946714991367
48,-0.6005626050679393,-0.1830621436971256,-3.4916511221430877,1.243078029465464,-1.1507870375128904,0.4210991275054319,-100.63288716456312
49,-0.6005626050679393,-0.1830621436971256,-3.4916511221430877,1.243078029465464,-0.4443835207300447,-0.17633342614736347,-3.6758946714991367
50,-0.6005626050679393,-0.1830621436971256,-3.4916511221430877,1.243078029465464,-1.1507870375128904,0.4210991275054319,-100.63288716456312
51,-0.6005626050679393,-0.1830621436971256,-3.4916511221430877,1.243078029465464,-0.4443835207300447,-0.17633342614736347,-3.6758946714991367
52,-0.6005626050679393,-0.1830621436971256,-3.4916511221430877,1.243078029465464,-1.1507870375128904,0.4210991275054319,-100.63288716456312
53,-0.6005626050679393,-0.1830621436971256,-3.4916511221430877,1.243078029465464,-0.4443835207300447,-0.17633342614736347,-3.6758946714991367
54,-0.6005626050679393,-0.1830621436971256,-3.4916511221430877,1.243078029465464,-1.1507870375128904,0.4210991275054319,-100.63288716456312
55,-0.6005626050679393,-0.1830621436971256,-3.4916511221430877,1.243078029465464,-0.4443835207300447,-0.17633342614736347,-3.6758946714991367
56,-0.6005626050679393,-0.1830621436971256,-3.4916511221430877,1.243078029465464,-1.1507870375128904,0.4210991275054319,-100.63288716456312
57,-0.6005626050679393,-0.1830621436971256,-3.4916511221430877,1.243078029465464,-0.4443835207300447,-0.17633342614736347,-3.6758946714991367
58,-0.6005626050679393,-0.1830621436971256,-3.4916511221430877,1.243078029465464,-1.1507870375128904,0.4210991275054319,-100.63288716456312
59,-0.6005626050679393,-0.1830621436971256,-3.4916511221430877,1.243078029465464,-0.4443835207300447,-0.17633342614736347,-3.6758946714991367
60,-1.9315603489978272,-1.7705333704589454,-5.149590536599123,1.4518503034248504,-1.1507870375128904,-0.3247952682995616,59.685143981742826
61,-1.9315603489978272,-1.7705333704589454,-5.149590536599123,1.4518503034248504,-0.4443835207300447,1.314812879281063,-91.67924164134693
62,-1.9315603489978272,-1.7705333704589454,-5.149590536599123,1.4518503034248504,-1.1507870375128904,-0.3247952682995616,59.685143981742826
63,-1.9315603489978272,-1.7705333704589454,-5.149590536599123,1.4518503034248504,-0.4443835207300447,1.314812879281063,-91.67924164134693
64,-1.9315603489978272,-1.7705333704589454,-5.149590536599123,1.4518503034248504,-1.1507870375128904,-0.3247952682995616,59.685143981742826
65,-1.9315603489978272,-1.7705333704589454,-5.149590536599123,1.4518503034248504,-0.4443835207300447,1.314812879281063,-91.67924164134693
66,-1.9315603489978272,-1.7705333704589454,-5.149590536599123,1.4518503034248504,-1.1507870375128904,-0.3247952682995616,59.685143981742826
67,-1.9315603489978272,-1.7705333704589454,-5.149590536599123,1.4518503034248504,-0.4443835207300447,1.314812879281063,-91.67924164134693
68,-1.9315603489978272,-1.7705333704589454,-5.149590536599123,1.4518503034248504,-1.1507870375128904,-0.3247952682995616,59.685143981742826
69,-1.9315603489978272,-1.7705333704589454,-5.149590536599123,1.4518503034248504,-0.4443835207300447,1.314812879281063,-91.67924164134693
70,-1.9315603489978272,-1.7705333704589454,-5.149590536599123,1.4518503034248504,-1.1507870375128904,-0.3247952682995616,59.685143981742826
71,-1.9315603489978272,-1.7705333704589454,-5.149590536599123,1.4518503034248504,-0.4443835207300447,1.314812879281063,-91.67924164134693
72,-1.9315603489978272,-1.7705333704589454,-5.149590536599123,1.4518503034248504,-1.1507870375128904,-0.3247952682995616,59.685143981742826
73,-1.9315603489978272,-1.7705333704589454,-5.149590536599123,1.4518503034248504,-0.4443835207300447,1.314812879281063,-91.67924164134693
74,-1.9315603489978272,-1.7705333704589454,-5.149590536599123,1.4518503034248504,-1.1507870375128904,-0.3247952682995616,59.685143981742826
