,BO_iter,\theta_1,\theta_2,EI,ln(SSE),Var,StDev,Best_Error,z,CDF,PDF,ei_term_1,ei_term_2
1,1,-1.9963182210922241,-1.9954113960266113,1.078379728207299e-20,4.559044702064654,0.13254584344727327,0.3640684598358848,1.3174994,-8.903669667898999,2.70150419603229e-19,2.434950342629106e-18,-8.757048237357657e-19,8.864886210178387e-19
2,1,-1.9963182210922241,-1.7854450815602352,1.3885783842928884e-17,4.667804469185654,0.17117126552539122,0.4137284925230449,1.3174994,-8.097835006647166,2.79729373770732e-16,2.298764866821675e-15,-9.371787391721408e-16,9.510645230150697e-16
3,1,-1.9963182210922241,-1.5754787670938593,1.0879621274559402e-14,4.720733888731132,0.21892807715404317,0.46789750710389894,1.3174994,-7.273461469394507,1.7519538513416004e-13,1.2975290296590682e-12,-5.962309770978595e-13,6.071105983724189e-13
4,1,-1.9963182210922241,-1.365512452627483,6.840643798085171e-14,4.717881115526893,0.23395844584191924,0.48369251166616095,1.3174994,-7.030048293756958,1.0323103236272676e-12,7.398616893419586e-12,-3.5102491500529568e-12,3.5786555880338085e-12
5,1,-1.9963182210922241,-1.1555461381611072,4.2214874815734276e-15,4.673974487736828,0.2060582296103668,0.4539363717641128,1.3174994,-7.394153227923833,7.115611517301758e-14,5.354389526297355e-13,-2.3883372797634537e-13,2.430552154579188e-13
6,1,-1.9963182210922241,-0.945579823694731,4.529481694400838e-19,4.617044648619711,0.1509723505653149,0.3885516060516478,1.3174994,-8.491909949783972,1.0163424569876756e-17,8.747262113348554e-17,-3.353467925752303e-17,3.3987627426963116e-17
7,1,-1.9963182210922241,-0.7356135092283549,6.240857085774038e-28,4.580053207467614,0.09536804234341112,0.30881716652966545,1.3174994,-10.564677621213223,2.172294302674417e-26,2.315167806603001e-25,-7.087227049900653e-26,7.149635620758393e-26
8,1,-1.9963182210922241,-0.525647194761979,8.074858382000018e-45,4.588491774210766,0.05695734979715006,0.23865738999065178,1.3174994,-13.705808042037626,4.6859064188684485e-43,6.456247908613132e-42,-1.532756416620214e-42,1.540831275002214e-42
9,1,-1.9963182210922241,-0.3156808802956028,5.366185489572466e-77,4.649299870939558,0.033201153845654474,0.1822118378307361,1.3174994,-18.285312916109326,5.4170004653588095e-75,9.934605114782711e-74,-1.8048364705976162e-74,1.8102026560871887e-74
10,1,-1.9963182210922241,-0.10571456582922667,8.522302478979687e-160,4.74995202410588,0.016513702477263692,0.12850565153822494,1.3174994,-26.710518828035294,1.7763466751837583e-157,4.751345981593992e-156,-6.097225808003648e-157,6.105748110482628e-157
11,1,-1.9963182210922241,0.10425174863714926,0.0,4.870044450607907,0.007107952478643042,0.08430867380431886,1.3174994,-42.13736133091374,0.0,0.0,-0.0,0.0
12,1,-1.9963182210922241,0.3142180631035254,0.0,4.995345765301181,0.0019785121806332744,0.04448046965391973,1.3174994,-82.6845218751394,0.0,0.0,-0.0,0.0
13,1,-1.9963182210922241,0.5241843775699015,0.0,5.121412881549418,0.0015560438694564027,0.03944672191014613,1.3174994,-96.43167538810947,0.0,0.0,-0.0,0.0
14,1,-1.9963182210922241,0.7341506920362777,0.0,5.247694928292944,0.008733613642574413,0.09345380485873442,1.3174994,-42.05495469177184,0.0,0.0,-0.0,0.0
15,1,-1.9963182210922241,0.9441170065026534,1.1028928075146466e-273,5.371752248587512,0.01329193473181256,0.1152906532716879,1.3174994,-35.16549463769879,3.369427142708522e-271,1.1858323406353764e-269,-1.3660509594179581e-270,1.3671538522254728e-270
16,1,-1.9963182210922241,1.1540833209690295,0.0,5.486810097436958,0.008743305895338338,0.09350564632864872,1.3174994,-44.58886561350214,0.0,0.0,-0.0,0.0
17,1,-1.9963182210922241,1.3640496354354057,0.0,5.582268752469972,0.01189256295667285,0.1090530281866251,1.3174994,-39.107298753652096,0.0,0.0,-0.0,0.0
18,1,-1.9963182210922241,1.5740159499017818,1.8293338755115375e-83,5.646382062860539,0.051424471327711885,0.22676964375266784,1.3174994,-19.08933926093197,1.548306303110271e-81,2.9636813557279248e-80,-6.702436313593336e-81,6.720729652348452e-81
19,1,-1.9963182210922241,1.783982264368158,1.7146802615601389e-31,5.669268076389663,0.14774539333143188,0.3843766295333678,1.3174994,-11.321626610045252,5.127560378723017e-30,5.849841781498224e-29,-2.231395664660158e-29,2.2485424672757595e-29
20,1,-1.9963182210922241,1.9939485788345337,5.674529566579076e-16,5.644357216675928,0.3174518081493484,0.5634286185040199,1.3174994,-7.67951374031931,7.98467938038719e-15,6.232559760113224e-14,-3.454857239718549e-14,3.51160253538434e-14
21,1,-1.7860478413732428,-1.9954113960266113,1.6366682639094527e-39,4.5474539642618055,0.06369435164515382,0.25237739923605246,1.3174994,-12.798113360600878,8.39914252360369e-38,1.0814167847774189e-36,-2.7128848736842943e-37,2.729251556323389e-37
22,1,-1.7860478413732428,-1.7854450815602352,5.593211933225945e-27,4.642208046163745,0.10294168806132299,0.3208452712154614,1.3174994,-10.362342678087591,1.8392026896007872e-25,1.9232775915996928e-24,-6.114813085661969e-25,6.170745204994229e-25
23,1,-1.7860478413732428,-1.5754787670938593,9.887674155884367e-20,4.676891896298486,0.15032417343947913,0.3877166148612658,1.3174994,-8.66455645269516,2.266371162328801e-18,1.9892124103889373e-17,-7.613630278401335e-18,7.712507019960179e-18
24,1,-1.7860478413732428,-1.365512452627483,6.589470753607275e-18,4.65188541682474,0.1659577630362339,0.4073791391765586,1.3174994,-8.184969962819899,1.3618578892800587e-16,1.130851869557073e-15,-4.540959904027551e-16,4.606854611563623e-16
