Method,Separation Factor,Run,Iteration,SSE,Max Eval,Minimum SSE,Theta 1,Min Theta 1,Theta 2,Min Theta 2,Time/Iter (Minutes),Total Run Time
1B,0.3,15,80,0.0010525186804813,100,0.0010525186804813,1.0019545093978408,1.0019545093978408,-1.0067449900640897,-1.0067449900640897,0.1,10.0
1B,0.4,1,59,0.0030915328491517,100,0.0030915328491517,1.000921585700643,1.000921585700643,-0.9946215419768888,-0.9946215419768888,0.1,10.0
1B,0.4,2,28,3.162070308880215e-05,100,3.162070308880215e-05,0.9940070188057004,0.9940070188057004,-1.0035842331285092,-1.0035842331285092,0.1,10.0
1B,0.4,3,87,4.292277888985497e-05,100,4.292277888985497e-05,0.9948812574793384,0.9948812574793384,-1.0037592720071955,-1.0037592720071955,0.1,10.0
1B,0.4,4,59,8.1877380503578e-05,100,8.1877380503578e-05,0.991771495351182,0.991771495351182,-1.0035595715969077,-1.0035595715969077,0.1,10.0
1B,0.4,5,40,9.749853941926172e-05,100,9.749853941926172e-05,0.993317778958027,0.993317778958027,-1.0047027050829822,-1.0047027050829822,0.1,10.0
1B,0.4,6,86,0.0003489056001073,100,0.0003489056001073,0.990422047163014,0.990422047163014,-1.0009804731021126,-1.0009804731021126,0.1,10.0
1B,0.4,7,62,0.0003053289177396,100,0.0003053289177396,0.9987306959141782,0.9987306959141782,-1.0046023721798352,-1.0046023721798352,0.1,10.0
1B,0.4,8,93,3.734725027104545e-05,100,3.734725027104545e-05,0.9936382399231436,0.9936382399231436,-1.0029139045692157,-1.0029139045692157,0.1,10.0
1B,0.4,9,88,0.0001236368440453,100,0.0001236368440453,0.9927192230242484,0.9927192230242484,-1.0048476997224438,-1.0048476997224438,0.1,10.0
1B,0.4,10,31,0.0003493550678108,100,0.0003493550678108,0.9894724967500022,0.9894724967500022,-1.005163511678742,-1.005163511678742,0.1,10.0
1B,0.4,11,58,9.024735923935385e-05,100,9.024735923935385e-05,0.9916256319912036,0.9916256319912036,-1.0030359125238075,-1.0030359125238075,0.1,10.0
1B,0.4,12,40,3.6577218706621626e-05,100,3.6577218706621626e-05,0.99335830196401,0.99335830196401,-1.0036159131396798,-1.0036159131396798,0.1,10.0
1B,0.4,13,2,0.7797850982575517,4,0.7797850982575517,0.719513332039808,0.719513332039808,-0.9755798728985332,-0.9755798728985332,0.1,0.4
1B,0.4,14,29,0.0001165278351698,100,0.0001165278351698,0.991345112867838,0.991345112867838,-1.0040120557236922,-1.0040120557236922,0.1,10.0
1B,0.4,15,59,0.0030915328491517,100,0.0030915328491517,1.000921585700643,1.000921585700643,-0.9946215419768888,-0.9946215419768888,0.1,10.0
1B,0.5,1,88,0.0001481829613934,100,0.0001481829613934,0.9923293649671192,0.9923293649671192,-1.0017163357217955,-1.0017163357217955,0.1,10.0
1B,0.5,2,51,5.5540992477315806e-05,100,5.5540992477315806e-05,0.99543390027837,0.99543390027837,-1.0029233206912695,-1.0029233206912695,0.1,10.0
1B,0.5,3,98,3.0546337077591244e-05,100,3.0546337077591244e-05,0.9942050087875958,0.9942050087875958,-1.0034730792594857,-1.0034730792594857,0.1,10.0
1B,0.5,4,20,0.000338799397876,100,0.000338799397876,0.98859967963187,0.98859967963187,-1.0040102557499209,-1.0040102557499209,0.1,10.0
1B,0.5,5,96,7.085033928148016e-05,100,7.085033928148016e-05,0.9960518503633232,0.9960518503633232,-1.003323033806315,-1.003323033806315,0.1,10.0
1B,0.5,6,90,0.0005607800067,100,0.0005607800067,0.9929211266253772,0.9929211266253772,-0.9994353274564738,-0.9994353274564738,0.1,10.0
1B,0.5,7,55,3.1236084991029e-05,100,3.1236084991029e-05,0.994042864903863,0.994042864903863,-1.003125473579895,-1.003125473579895,0.1,10.0
1B,0.5,8,21,0.0002485754604925,100,0.0002485754604925,0.9984092087600648,0.9984092087600648,-1.002460267430168,-1.002460267430168,0.1,10.0
1B,0.5,9,65,0.0001968106805677,100,0.0001968106805677,0.9964633420460092,0.9964633420460092,-1.0015637086894458,-1.0015637086894458,0.1,10.0
1B,0.5,10,34,0.001645021773857,100,0.001645021773857,0.9881744230693472,0.9881744230693472,-1.009462478856815,-1.009462478856815,0.1,10.0
1B,0.5,11,27,7.773468055346089e-05,100,7.773468055346089e-05,0.99376182241448,0.99376182241448,-1.0045235216922883,-1.0045235216922883,0.1,10.0
1B,0.5,12,91,8.223805839351808e-05,100,8.223805839351808e-05,0.9936287259800924,0.9936287259800924,-1.0021169753369257,-1.0021169753369257,0.1,10.0
1B,0.5,13,2,0.6625055534264894,4,0.6625055534264894,0.7664436612223817,0.7664436612223817,-0.9381374997979028,-0.9381374997979028,0.1,0.4
1B,0.5,14,48,3.313646003640967e-05,100,3.313646003640967e-05,0.9934374856419989,0.9934374856419989,-1.0032910083671602,-1.0032910083671602,0.1,10.0
1B,0.5,15,88,0.0001481829613934,100,0.0001481829613934,0.9923293649671192,0.9923293649671192,-1.0017163357217955,-1.0017163357217955,0.1,10.0
1B,0.6,1,95,6.57930783257878e-05,100,6.57930783257878e-05,0.9957247743385894,0.9957247743385894,-1.003801503020439,-1.003801503020439,0.1,10.0
1B,0.6,2,29,0.0004335835951215,100,0.0004335835951215,0.9931107050493032,0.9931107050493032,-0.9999311855317208,-0.9999311855317208,0.1,10.0
1B,0.6,3,24,6.877927234708041e-05,100,6.877927234708041e-05,0.9922139923140714,0.9922139923140714,-1.0029064752764654,-1.0029064752764654,0.1,10.0
1B,0.6,4,56,0.0005591873921818,100,0.0005591873921818,0.9965506817000642,0.9965506817000642,-0.9996418599345794,-0.9996418599345794,0.1,10.0
1B,0.6,5,95,0.0003530007989892,100,0.0003530007989892,0.998460264686504,0.998460264686504,-1.0052704216515254,-1.0052704216515254,0.1,10.0
1B,0.6,6,78,0.0001987728032141,100,0.0001987728032141,0.9902269435194926,0.9902269435194926,-1.0024828354868462,-1.0024828354868462,0.1,10.0
1B,0.6,7,22,0.0001378590583857,100,0.0001378590583857,0.9968399763939194,0.9968399763939194,-1.0024218864716976,-1.0024218864716976,0.1,10.0
1B,0.6,8,64,0.0002149252185384,100,0.0002149252185384,0.9941888913219268,0.9941888913219268,-1.0010097241647349,-1.0010097241647349,0.1,10.0
1B,0.6,9,34,0.0013828702988207,100,0.0013828702988207,0.987202524406246,0.987202524406246,-1.0084535701053423,-1.0084535701053423,0.1,10.0
1B,0.6,10,65,0.0018865020453939,100,0.0018865020453939,0.9988247081874448,0.9988247081874448,-0.9964265681853888,-0.9964265681853888,0.1,10.0
1B,0.6,11,40,0.0005681942397581,100,0.0005681942397581,0.987280017056052,0.987280017056052,-1.004914564709298,-1.004914564709298,0.1,10.0
1B,0.6,12,94,5.192230825812043e-05,100,5.192230825812043e-05,0.99551489689214,0.99551489689214,-1.0033363447022992,-1.0033363447022992,0.1,10.0
1B,0.6,13,56,0.0001944261989583,100,0.0001944261989583,0.9980615303117052,0.9980615303117052,-1.0031248503737134,-1.0031248503737134,0.1,10.0
1B,0.6,14,30,0.001221063039019,100,0.001221063039019,0.9954393855180096,0.9954393855180096,-0.9974729426842304,-0.9974729426842304,0.1,10.0
1B,0.6,15,32,8.573214744842108e-05,100,8.573214744842108e-05,0.995305646658752,0.995305646658752,-1.0022629473919908,-1.0022629473919908,0.1,10.0
1B,0.7,1,58,0.0009220957640946,100,0.0009220957640946,0.9957941268767428,0.9957941268767428,-1.0083748708477804,-1.0083748708477804,0.1,10.0
1B,0.7,2,84,3.343252854800955e-05,100,3.343252854800955e-05,0.993406225923919,0.993406225923919,-1.0033245448680903,-1.0033245448680903,0.1,10.0
1B,0.7,3,89,6.627591034070978e-05,100,6.627591034070978e-05,0.995931701992839,0.995931701992839,-1.0032713460092262,-1.0032713460092262,0.1,10.0
1B,0.7,4,100,0.0007174620699399,100,0.0007174620699399,0.9924884695743156,0.9924884695743156,-0.9989221912469556,-0.9989221912469556,0.1,10.0
1B,0.7,5,36,0.0003521949983701,100,0.0003521949983701,0.9888099537265226,0.9888099537265226,-1.002118680976544,-1.002118680976544,0.1,10.0
1B,0.7,6,82,5.639297142245005e-05,100,5.639297142245005e-05,0.99565722294727,0.99565722294727,-1.0033664321013398,-1.0033664321013398,0.1,10.0
1B,0.7,7,95,3.654319370586765e-05,100,3.654319370586765e-05,0.9932168861880109,0.9932168861880109,-1.0034551232891675,-1.0034551232891675,0.1,10.0
1B,0.7,8,88,4.67896610888206e-05,100,4.67896610888206e-05,0.992749888657338,0.992749888657338,-1.0031728251290777,-1.0031728251290777,0.1,10.0
1B,0.7,9,22,9.63251058502434e-05,100,9.63251058502434e-05,0.9961264763794188,0.9961264763794188,-1.0025307356457416,-1.0025307356457416,0.1,10.0
1B,0.7,10,63,3.059586610336936e-05,100,3.059586610336936e-05,0.994192704057758,0.994192704057758,-1.003483168083109,-1.003483168083109,0.1,10.0
1B,0.7,11,66,0.0002721516132431,100,0.0002721516132431,0.9987193999800272,0.9987193999800272,-1.0025406812002886,-1.0025406812002886,0.1,10.0
1B,0.7,12,5,0.0002471650654589,100,0.0002471650654589,0.990345130714609,0.990345130714609,-1.0048987229297404,-1.0048987229297404,0.1,10.0
1B,0.7,13,71,3.208337629211709e-05,100,3.208337629211709e-05,0.9943206368077016,0.9943206368077016,-1.003128249294333,-1.003128249294333,0.1,10.0
1B,0.7,14,98,0.003321373600984,100,0.003321373600984,1.010707213838752,1.010707213838752,-0.9994780272663516,-0.9994780272663516,0.1,10.0
1B,0.7,15,28,7.014319861910022e-05,100,7.014319861910022e-05,0.9922222636007768,0.9922222636007768,-1.0028536093283722,-1.0028536093283722,0.1,10.0
1B,0.8,1,48,0.0002602287578902,100,0.0002602287578902,0.989881799110006,0.989881799110006,-1.0046619084402697,-1.0046619084402697,0.1,10.0
1B,0.8,2,63,3.0589666474062944e-05,100,3.0589666474062944e-05,0.993962878835707,0.993962878835707,-1.003507295668157,-1.003507295668157,0.1,10.0
1B,0.8,3,49,3.247293165433251e-05,100,3.247293165433251e-05,0.9945440086867632,0.9945440086867632,-1.0032840153242109,-1.0032840153242109,0.1,10.0
1B,0.8,4,84,6.557617357013507e-05,100,6.557617357013507e-05,0.9940606004176658,0.9940606004176658,-1.0043704487150034,-1.0043704487150034,0.1,10.0
1B,0.8,5,36,0.0001184822404538,100,0.0001184822404538,0.994947381883322,0.994947381883322,-1.0048791269014317,-1.0048791269014317,0.1,10.0
1B,0.8,6,58,0.0002326111512884,100,0.0002326111512884,0.9897173779266132,0.9897173779266132,-1.0040637728961193,-1.0040637728961193,0.1,10.0
1B,0.8,7,24,0.0024377272438363,100,0.0024377272438363,0.9804636841472428,0.9804636841472428,-1.007436357114082,-1.007436357114082,0.1,10.0
1B,0.8,8,79,0.0016425115226947,100,0.0016425115226947,1.0019505513339038,1.0019505513339038,-0.997962078656244,-0.997962078656244,0.1,10.0
1B,0.8,9,40,0.0001145124915532,100,0.0001145124915532,0.9911200105787652,0.9911200105787652,-1.0034829703335628,-1.0034829703335628,0.1,10.0
1B,0.8,10,20,0.0007765127278772,100,0.0007765127278772,0.9883918879676836,0.9883918879676836,-0.9997865552198568,-0.9997865552198568,0.1,10.0
1B,0.8,11,91,0.0002432239621631,100,0.0002432239621631,0.9920736981841654,0.9920736981841654,-1.001069611551111,-1.001069611551111,0.1,10.0
1B,0.8,12,92,0.0002374532825084,100,0.0002374532825084,0.9977474781743768,0.9977474781743768,-1.0019176348222545,-1.0019176348222545,0.1,10.0
1B,0.8,13,22,0.003169007810589,100,0.003169007810589,0.9881943527790852,0.9881943527790852,-0.994267970858722,-0.994267970858722,0.1,10.0
1B,0.8,14,100,0.0005468391962708,100,0.0005468391962708,0.9872815880493264,0.9872815880493264,-1.0019824284840004,-1.0019824284840004,0.1,10.0
1B,0.8,15,64,0.0012572048034982,100,0.0012572048034982,0.984098718470938,0.984098718470938,-1.0006697356006964,-1.0006697356006964,0.1,10.0
1B,0.9,1,70,0.0006627038437219,100,0.0006627038437219,1.001817175095715,1.001817175095715,-1.0042069734537302,-1.0042069734537302,0.1,10.0
1B,0.9,2,40,9.026475294381608e-05,100,9.026475294381608e-05,0.996326656600756,0.996326656600756,-1.0028723090286105,-1.0028723090286105,0.1,10.0
1B,0.9,3,97,0.000278226242378,100,0.000278226242378,0.9926216493499144,0.9926216493499144,-1.0007472780304285,-1.0007472780304285,0.1,10.0
1B,0.9,4,65,3.518690375300247e-05,100,3.518690375300247e-05,0.9934159671012436,0.9934159671012436,-1.0035778690994508,-1.0035778690994508,0.1,10.0
1B,0.9,5,77,4.708800258103501e-05,100,4.708800258103501e-05,0.992866905129102,0.992866905129102,-1.003690418391851,-1.003690418391851,0.1,10.0
1B,0.9,6,33,0.0003494328589352,100,0.0003494328589352,0.9977338450312134,0.9977338450312134,-1.005656206928487,-1.005656206928487,0.1,10.0
1B,0.9,7,97,0.0004749588336096,100,0.0004749588336096,0.9955869951144276,0.9955869951144276,-1.0068606131533664,-1.0068606131533664,0.1,10.0
1B,0.9,8,28,0.0011123111267688,100,0.0011123111267688,1.0043364197704343,1.0043364197704343,-1.004085839513524,-1.004085839513524,0.1,10.0
1B,0.9,9,40,0.000392985339199,100,0.000392985339199,0.996889828727542,0.996889828727542,-1.0004670781224163,-1.0004670781224163,0.1,10.0
1B,0.9,10,88,0.0004371040729472,100,0.0004371040729472,1.0003721615173702,1.0003721615173702,-1.0036946000115377,-1.0036946000115377,0.1,10.0
1B,0.9,11,68,0.0001810098309504,100,0.0001810098309504,0.9958734246324862,0.9958734246324862,-1.0051982706654894,-1.0051982706654894,0.1,10.0
1B,0.9,12,58,0.0003407019014923,100,0.0003407019014923,0.9943503805095568,0.9943503805095568,-1.006361959801756,-1.006361959801756,0.1,10.0
1B,0.9,13,87,8.849618362498183e-05,100,8.849618362498183e-05,0.996305919575918,0.996305919575918,-1.0028985993310662,-1.0028985993310662,0.1,10.0
1B,0.9,14,82,8.313465314641915e-05,100,8.313465314641915e-05,0.9923084301629334,0.9923084301629334,-1.0024997773490505,-1.0024997773490505,0.1,10.0
1B,0.9,15,32,0.000782976860635,100,0.000782976860635,0.98728313849719,0.98728313849719,-1.0063091096065326,-1.0063091096065326,0.1,10.0
1B,1.0,1,46,0.000328795000408,100,0.000328795000408,0.995458649759384,0.995458649759384,-1.0004803190597469,-1.0004803190597469,0.1,10.0
1B,1.0,2,81,0.0001241446608848,100,0.0001241446608848,0.991655840284009,0.991655840284009,-1.004407001265504,-1.004407001265504,0.1,10.0
1B,1.0,3,86,0.0002071154826879,100,0.0002071154826879,0.9955365432368458,0.9955365432368458,-1.001210461443646,-1.001210461443646,0.1,10.0
1B,1.0,4,72,0.0023217552430366,100,0.0023217552430366,0.9891290519527756,0.9891290519527756,-1.0111125397498733,-1.0111125397498733,0.1,10.0
1B,1.0,5,55,8.317369001357464e-05,100,8.317369001357464e-05,0.9954961593979692,0.9954961593979692,-1.0043096918348244,-1.0043096918348244,0.1,10.0
1B,1.0,6,41,0.00017890069667,100,0.00017890069667,0.993173046819204,0.993173046819204,-1.0012983520849523,-1.0012983520849523,0.1,10.0
1B,1.0,7,93,0.0102420933306862,100,0.0102420933306862,0.9744287588524287,0.9744287588524287,-0.9896509515859764,-0.9896509515859764,0.1,10.0
1B,1.0,8,100,2.980764269294008e-05,100,2.980764269294008e-05,0.9941219002731686,0.9941219002731686,-1.0032949544113452,-1.0032949544113452,0.1,10.0
1B,1.0,9,99,0.0001511234236053,100,0.0001511234236053,0.9912912500591176,0.9912912500591176,-1.0021676275833942,-1.0021676275833942,0.1,10.0
1B,1.0,10,59,0.0001273956338318,100,0.0001273956338318,0.9957953667422046,0.9957953667422046,-1.0019458913808823,-1.0019458913808823,0.1,10.0
1B,1.0,11,98,0.0003738786991625,100,0.0003738786991625,0.9915866098153698,0.9915866098153698,-1.0004475255121774,-1.0004475255121774,0.1,10.0
1B,1.0,12,86,7.236022826283335e-05,100,7.236022826283335e-05,0.994315875573168,0.994315875573168,-1.0044521062689946,-1.0044521062689946,0.1,10.0
1B,1.0,13,98,8.64358087428534e-05,100,8.64358087428534e-05,0.9931425624560034,0.9931425624560034,-1.002141078635119,-1.002141078635119,0.1,10.0
1B,1.0,14,88,0.000233874091433,100,0.000233874091433,0.992449794093916,0.992449794093916,-1.0010445804650965,-1.0010445804650965,0.1,10.0
1B,1.0,15,100,0.000886665335676,100,0.000886665335676,1.0012556426620276,1.0012556426620276,-1.0002093036801534,-1.0002093036801534,0.1,10.0
2A,0.1,1,100,0.0028530307294552,100,0.0028530307294552,0.993963140195,0.993963140195,-0.9942298174065064,-0.9942298174065064,0.392,39.2
2A,0.1,2,19,0.0018548209487352,100,0.0018548209487352,0.997084014695683,0.997084014695683,-0.996206330191822,-0.996206330191822,0.392,39.2
2A,0.1,3,8,0.000866616373618,100,0.000866616373618,0.9945356472813296,0.9945356472813296,-0.9983887090975532,-0.9983887090975532,0.392,39.2
2A,0.1,4,16,0.0027368046261615,100,0.0027368046261615,0.994506263566657,0.994506263566657,-0.994423163249507,-0.994423163249507,0.392,39.2
2A,0.1,5,11,0.0014539121438723,100,0.0014539121438723,0.9913266345095926,0.9913266345095926,-0.9970373769649612,-0.9970373769649612,0.392,39.2
2A,0.1,6,11,9.9534725047034,100,9.9534725047034,0.0308746548553166,0.0308746548553166,-0.8622421025441241,-0.8622421025441241,0.392,39.2
2A,0.1,7,11,0.002781182757071,100,0.002781182757071,0.9970515952607744,0.9970515952607744,-0.9944977785987256,-0.9944977785987256,0.392,39.2
2A,0.1,8,9,0.0008831647427883,100,0.0008831647427883,0.993640522274982,0.993640522274982,-0.9983363428325964,-0.9983363428325964,0.392,39.2
2A,0.1,9,16,0.0030217085950411,100,0.0030217085950411,0.9922707530471022,0.9922707530471022,-0.9940096972778836,-0.9940096972778836,0.392,39.2
2A,0.1,10,13,0.0014904033893169,100,0.0014904033893169,0.9955663444172972,0.9955663444172972,-0.9968415050468268,-0.9968415050468268,0.392,39.2
2A,0.1,11,7,0.0001214672754288,100,0.0001214672754288,0.9948042787467186,0.9948042787467186,-1.0017546764944485,-1.0017546764944485,0.392,39.2
2A,0.1,12,13,0.001189873400212,100,0.001189873400212,0.998901673176428,0.998901673176428,-0.9981346503780466,-0.9981346503780466,0.392,39.2
2A,0.1,13,8,0.0024323803076618,100,0.0024323803076618,0.9954294584339812,0.9954294584339812,-0.9949706926819428,-0.9949706926819428,0.392,39.2
2A,0.1,14,15,0.0026980212579752,100,0.0026980212579752,0.9935548397533784,0.9935548397533784,-0.9944870660090108,-0.9944870660090108,0.392,39.2
2A,0.1,15,8,0.0017881273113877,100,0.0017881273113877,1.0015277089396024,1.0015277089396024,-0.9974136458516256,-0.9974136458516256,0.392,39.2
2A,0.2,1,100,0.0029508975032135,100,0.0029508975032135,0.9935834878969044,0.9935834878969044,-0.994076221630204,-0.994076221630204,0.392,39.2
2A,0.2,2,31,0.0028105151319376,100,0.0028105151319376,0.993471550706326,0.993471550706326,-0.9943035593833468,-0.9943035593833468,0.392,39.2
2A,0.2,3,24,0.0028549174915781,100,0.0028549174915781,0.994899995576835,0.994899995576835,-0.994239164488107,-0.994239164488107,0.392,39.2
2A,0.2,4,17,0.0030573360391683,100,0.0030573360391683,0.993736082715354,0.993736082715354,-0.9939070890207534,-0.9939070890207534,0.392,39.2
2A,0.2,5,18,0.0024317602145599,100,0.0024317602145599,0.9996905616801316,0.9996905616801316,-0.9955194243923474,-0.9955194243923474,0.392,39.2
2A,0.2,6,12,0.0016749039077822,100,0.0016749039077822,0.9979539975052028,0.9979539975052028,-0.9967210545272268,-0.9967210545272268,0.392,39.2
2A,0.2,7,11,0.0027973804518033,100,0.0027973804518033,0.9969081326939988,0.9969081326939988,-0.9944568304058282,-0.9944568304058282,0.392,39.2
2A,0.2,8,30,0.0020346545359546,100,0.0020346545359546,0.9984496443258606,0.9984496443258606,-0.9960482680148076,-0.9960482680148076,0.392,39.2
2A,0.2,9,99,0.0029911407235076,100,0.0029911407235076,0.9941130093193974,0.9941130093193974,-0.9940096741836322,-0.9940096741836322,0.392,39.2
2A,0.2,10,32,0.0026698435936365,100,0.0026698435936365,0.9942991994437548,0.9942991994437548,-0.994531625979738,-0.994531625979738,0.392,39.2
2A,0.2,11,7,0.0005933098246236,100,0.0005933098246236,0.9979814434815484,0.9979814434815484,-0.9998830263979768,-0.9998830263979768,0.392,39.2
2A,0.2,12,99,0.0029838931677397,100,0.0029838931677397,0.9938521509241188,0.9938521509241188,-0.9940214250525028,-0.9940214250525028,0.392,39.2
2A,0.2,13,97,0.0028867298241137,100,0.0028867298241137,0.9944514042049168,0.9944514042049168,-0.9941784997807984,-0.9941784997807984,0.392,39.2
2A,0.2,14,7,0.0005207137216927,100,0.0005207137216927,0.996496744877953,0.996496744877953,-0.9997868676788506,-0.9997868676788506,0.392,39.2
2A,0.2,15,20,0.0024557085308981,100,0.0024557085308981,0.9951827747315446,0.9951827747315446,-0.994918745766062,-0.994918745766062,0.392,39.2
2A,0.3,1,10,0.0027866510860007,100,0.0027866510860007,0.9933013954954802,0.9933013954954802,-0.9943460030059568,-0.9943460030059568,0.392,39.2
2A,0.3,2,99,0.0030653726479764,100,0.0030653726479764,0.99395073230705,0.99395073230705,-0.993893378823644,-0.993893378823644,0.392,39.2
2A,0.3,3,15,0.0029948772735102,100,0.0029948772735102,0.9919667052514306,0.9919667052514306,-0.994070409754422,-0.994070409754422,0.392,39.2
2A,0.3,4,57,0.002512035315478,100,0.002512035315478,0.9941811438323715,0.9941811438323715,-0.994798191144352,-0.994798191144352,0.392,39.2
2A,0.3,5,10,0.0004846150586419,100,0.0004846150586419,0.9976032134562342,0.9976032134562342,-1.0002425171425515,-1.0002425171425515,0.392,39.2
2A,0.3,6,8,0.0007828489278823,100,0.0007828489278823,1.002668621326228,1.002668621326228,-1.0029379989057257,-1.0029379989057257,0.392,39.2
2A,0.3,7,8,0.0018819174399168,100,0.0018819174399168,0.9906041692117096,0.9906041692117096,-0.9961979853005912,-0.9961979853005912,0.392,39.2
2A,0.3,8,8,0.0007235296703061,100,0.0007235296703061,0.9992887629930274,0.9992887629930274,-0.9998424487915047,-0.9998424487915047,0.392,39.2
2A,0.3,9,19,0.002589805291534,100,0.002589805291534,0.994251910919331,0.994251910919331,-0.9946658372399414,-0.9946658372399414,0.392,39.2
2A,0.3,10,10,0.0019011134374029,100,0.0019011134374029,0.9946758299470764,0.9946758299470764,-0.995931797632035,-0.995931797632035,0.392,39.2
2A,0.3,11,8,0.0023033653007593,100,0.0023033653007593,0.9978853331430756,0.9978853331430756,-0.9954377388340484,-0.9954377388340484,0.392,39.2
2A,0.3,12,11,0.0016569858339842,100,0.0016569858339842,1.0029065981843075,1.0029065981843075,-0.9983779389066676,-0.9983779389066676,0.392,39.2
2A,0.3,13,10,0.002393592156092,100,0.002393592156092,0.9971626606620664,0.9971626606620664,-0.99517991794978,-0.99517991794978,0.392,39.2
2A,0.3,14,9,0.0024483699745797,100,0.0024483699745797,1.0067221298297144,1.0067221298297144,-1.0082106685011727,-1.0082106685011727,0.392,39.2
2A,0.3,15,13,0.0028209852805418,100,0.0028209852805418,0.9944894539408504,0.9944894539408504,-0.9942851721147522,-0.9942851721147522,0.392,39.2
2A,0.4,1,8,0.0026199128997523,100,0.0026199128997523,0.9919389156217956,0.9919389156217956,-0.9946874775192563,-0.9946874775192563,0.392,39.2
2A,0.4,2,100,0.0041010633693073,100,0.0041010633693073,0.9923943318674536,0.9923943318674536,-0.9924351683080428,-0.9924351683080428,0.392,39.2
2A,0.4,3,23,0.0030823378719623,100,0.0030823378719623,0.9911471244091964,0.9911471244091964,-0.9939960758288922,-0.9939960758288922,0.392,39.2
2A,0.4,4,46,0.0030602954583475,100,0.0030602954583475,0.9946272806968812,0.9946272806968812,-0.993906914989219,-0.993906914989219,0.392,39.2
2A,0.4,5,9,0.0007945169722182,100,0.0007945169722182,0.9961356968788512,0.9961356968788512,-0.9987400091853362,-0.9987400091853362,0.392,39.2
2A,0.4,6,7,0.0006609273564569,100,0.0006609273564569,1.0014600864189442,1.0014600864189442,-1.001827511539447,-1.001827511539447,0.392,39.2
2A,0.4,7,24,0.0028762581368217,100,0.0028762581368217,0.994091975856614,0.994091975856614,-0.994192433416652,-0.994192433416652,0.392,39.2
2A,0.4,8,11,0.002859375618055,100,0.002859375618055,0.9935565978665204,0.9935565978665204,-0.9942230189940686,-0.9942230189940686,0.392,39.2
2A,0.4,9,24,0.0025997861706613,100,0.0025997861706613,0.9940460796750056,0.9940460796750056,-0.9946480523100611,-0.9946480523100611,0.392,39.2
2A,0.4,10,7,0.0024295423886409,100,0.0024295423886409,0.9825747712756254,0.9825747712756254,-0.9976815942218408,-0.9976815942218408,0.392,39.2
2A,0.4,11,6,0.001962543106659,100,0.001962543106659,1.0057292060212968,1.0057292060212968,-0.9992757155213822,-0.9992757155213822,0.392,39.2
2A,0.4,12,13,0.0016599378988035,100,0.0016599378988035,0.9946954928453392,0.9946954928453392,-0.9964274881395492,-0.9964274881395492,0.392,39.2
2A,0.4,13,8,0.0012904208606728,100,0.0012904208606728,1.0042299490937985,1.0042299490937985,-1.0008059599201549,-1.0008059599201549,0.392,39.2
2A,0.4,14,10,0.0028524132772586,100,0.0028524132772586,0.9962691855031872,0.9962691855031872,-0.994312634795158,-0.994312634795158,0.392,39.2
2A,0.4,15,14,0.0030599951520622,100,0.0030599951520622,0.9937151083374296,0.9937151083374296,-0.9939031391097424,-0.9939031391097424,0.392,39.2
2A,0.5,1,10,0.0026264708788422,100,0.0026264708788422,0.992460160129249,0.992460160129249,-0.9946441630618768,-0.9946441630618768,0.392,39.2
2A,0.5,2,100,0.0030358181599522,100,0.0030358181599522,0.993964613840256,0.993964613840256,-0.9939394599757811,-0.9939394599757811,0.392,39.2
2A,0.5,3,50,0.0032156375398638,100,0.0032156375398638,0.9928160617939882,0.9928160617939882,-0.9936843796896644,-0.9936843796896644,0.392,39.2
2A,0.5,4,19,0.0030216565171787,100,0.0030216565171787,0.994178965989984,0.994178965989984,-0.993961969553956,-0.993961969553956,0.392,39.2
2A,0.5,5,8,0.0007714387297741,100,0.0007714387297741,0.9924881673829172,0.9924881673829172,-0.9987461512629155,-0.9987461512629155,0.392,39.2
2A,0.5,6,5,0.000471000260942,100,0.000471000260942,1.0006618135629612,1.0006618135629612,-1.0032228767094131,-1.0032228767094131,0.392,39.2
2A,0.5,7,14,0.002967936805255,100,0.002967936805255,0.9938545004951646,0.9938545004951646,-0.994046621122558,-0.994046621122558,0.392,39.2
2A,0.5,8,100,0.0027305077821526,100,0.0027305077821526,0.994152641705381,0.994152641705381,-0.9944299617021296,-0.9944299617021296,0.392,39.2
2A,0.5,9,27,0.0037056341237676,100,0.0037056341237676,0.9929808299267596,0.9929808299267596,-0.992959826593953,-0.992959826593953,0.392,39.2
2A,0.5,10,12,0.0026915866406461,100,0.0026915866406461,0.9947098361832034,0.9947098361832034,-0.994502000537374,-0.994502000537374,0.392,39.2
2A,0.5,11,10,0.0017460343133862,100,0.0017460343133862,0.9963396532423964,0.9963396532423964,-0.9963494242332688,-0.9963494242332688,0.392,39.2
2A,0.5,12,10,0.0008478562583321,100,0.0008478562583321,0.9992515968803668,0.9992515968803668,-0.9993397748699192,-0.9993397748699192,0.392,39.2
2A,0.5,13,7,0.0011315824998059,100,0.0011315824998059,1.0037992322126623,1.0037992322126623,-1.005414618126298,-1.005414618126298,0.392,39.2
2A,0.5,14,7,0.0024705660297145,100,0.0024705660297145,0.9978919033468628,0.9978919033468628,-0.9951334805002536,-0.9951334805002536,0.392,39.2
2A,0.5,15,14,0.0030952654052552,100,0.0030952654052552,0.9951248251083812,0.9951248251083812,-0.993865748897036,-0.993865748897036,0.392,39.2
