Method,Separation Factor,Run,Iteration,SSE,Max Eval,Minimum SSE,Theta 1,Min Theta 1,Theta 2,Min Theta 2,Time/Iter (Minutes),Total Run Time
1A,0.3,13,1,43.893041744635234,2,43.893041744635234,2.0,2.0,-2.0,-2.0,0.0547,0.1094
1A,0.3,14,1,43.893041744635234,2,43.893041744635234,2.0,2.0,-2.0,-2.0,0.0547,0.1094
1A,0.3,15,2,9.254778967910902,100,9.254778967910902,1.134451259442481,1.134451259442481,-1.5194804124233077,-1.5194804124233077,0.0547,5.47
1A,0.4,1,4,18.999634259912494,5,18.999634259912494,2.0,2.0,-1.5143876769313762,-1.5143876769313762,0.0547,0.2734999999999999
1A,0.4,2,100,11.538758189862032,100,11.538758189862032,2.0,2.0,-1.2076209113198706,-1.2076209113198706,0.0547,5.47
1A,0.4,3,2,34.4171345488995,6,34.4171345488995,1.247795820202985,1.247795820202985,-2.0,-2.0,0.0547,0.3282
1A,0.4,4,1,43.893041744635234,2,43.893041744635234,2.0,2.0,-2.0,-2.0,0.0547,0.1094
1A,0.4,5,19,10.121463742638582,100,10.121463742638582,2.0,2.0,-1.010017567587735,-1.010017567587735,0.0547,5.47
1A,0.4,6,1,43.893041744635234,4,43.893041744635234,2.0,2.0,-2.0,-2.0,0.0547,0.2188
1A,0.4,7,100,4.305800796294351,100,4.305800796294351,1.6311734941512954,1.6311734941512954,-1.088428873784586,-1.088428873784586,0.0547,5.47
1A,0.4,8,6,33.348614892552845,6,33.348614892552845,0.6907731413717193,0.6907731413717193,-1.9799660965687853,-1.9799660965687853,0.0547,0.3282
1A,0.4,9,1,43.893041744635234,2,43.893041744635234,2.0,2.0,-2.0,-2.0,0.0547,0.1094
1A,0.4,10,5,14.47486708098971,17,14.47486708098971,1.3969495546315087,1.3969495546315087,-1.6181434883840704,-1.6181434883840704,0.0547,0.9299
1A,0.4,11,1,43.893041744635234,4,43.893041744635234,2.0,2.0,-2.0,-2.0,0.0547,0.2188
1A,0.4,12,1,38.51715583648502,5,38.51715583648502,0.3052524814912064,0.3052524814912064,-2.0,-2.0,0.0547,0.2734999999999999
1A,0.4,13,1,43.893041744635234,2,43.893041744635234,2.0,2.0,-2.0,-2.0,0.0547,0.1094
1A,0.4,14,1,43.893041744635234,2,43.893041744635234,2.0,2.0,-2.0,-2.0,0.0547,0.1094
1A,0.4,15,4,18.999634259912494,5,18.999634259912494,2.0,2.0,-1.5143876769313762,-1.5143876769313762,0.0547,0.2734999999999999
1A,0.5,1,21,20.30864044681099,21,20.30864044681099,2.0,2.0,-1.5507613081530578,-1.5507613081530578,0.0547,1.1487
1A,0.5,2,8,10.123097554563875,100,10.123097554563875,2.0,2.0,-1.0129658856154893,-1.0129658856154893,0.0547,5.47
1A,0.5,3,2,34.25416071512969,6,34.25416071512969,1.2133477272227782,1.2133477272227782,-2.0,-2.0,0.0547,0.3282
1A,0.5,4,1,43.893041744635234,3,43.893041744635234,2.0,2.0,-2.0,-2.0,0.0547,0.1641
1A,0.5,5,1,43.893041744635234,5,43.893041744635234,2.0,2.0,-2.0,-2.0,0.0547,0.2734999999999999
1A,0.5,6,1,43.893041744635234,3,43.893041744635234,2.0,2.0,-2.0,-2.0,0.0547,0.1641
1A,0.5,7,100,4.943124528168666,100,4.943124528168666,1.6073520068568896,1.6073520068568896,-1.1897446780106844,-1.1897446780106844,0.0547,5.47
1A,0.5,8,5,23.243789830647454,12,23.243789830647454,2.0,2.0,-1.6246276743333237,-1.6246276743333237,0.0547,0.6564
1A,0.5,9,2,34.50750662818912,2,34.50750662818912,0.7230266977008059,0.7230266977008059,-2.0,-2.0,0.0547,0.1094
1A,0.5,10,23,11.468335951110106,100,11.468335951110106,0.8785965790584194,0.8785965790584194,-1.5807371163399022,-1.5807371163399022,0.0547,5.47
1A,0.5,11,1,43.893041744635234,3,43.893041744635234,2.0,2.0,-2.0,-2.0,0.0547,0.1641
1A,0.5,12,100,11.561673763202338,100,11.561673763202338,1.290845944883087,1.290845944883087,-1.563820167125869,-1.563820167125869,0.0547,5.47
1A,0.5,13,2,43.893041744635234,2,43.893041744635234,2.0,2.0,-2.0,-2.0,0.0547,0.1094
1A,0.5,14,3,34.47887516383191,4,34.47887516383191,0.7283618666046543,0.7283618666046543,-2.0,-2.0,0.0547,0.2188
1A,0.5,15,21,20.30864044681099,21,20.30864044681099,2.0,2.0,-1.5507613081530578,-1.5507613081530578,0.0547,1.1487
1A,0.6,1,4,11.236318327123024,100,11.236318327123024,1.2474730058104138,1.2474730058104138,-1.5615410834085903,-1.5615410834085903,0.0547,5.47
1A,0.6,2,6,29.853696285504157,6,29.853696285504157,0.9603266573699646,0.9603266573699646,-1.9402069520703888,-1.9402069520703888,0.0547,0.3282
1A,0.6,3,8,21.099997494219178,10,21.099997494219178,2.0,2.0,-1.5716228506162009,-1.5716228506162009,0.0547,0.5469999999999999
1A,0.6,4,1,43.893041744635234,3,43.893041744635234,2.0,2.0,-2.0,-2.0,0.0547,0.1641
1A,0.6,5,100,15.26993447509344,100,15.26993447509344,1.536410855124438,1.536410855124438,-1.605496606353174,-1.605496606353174,0.0547,5.47
1A,0.6,6,1,43.893041744635234,4,43.893041744635234,2.0,2.0,-2.0,-2.0,0.0547,0.2188
1A,0.6,7,100,1.3670518020732303,100,1.3670518020732303,0.7407834727261254,0.7407834727261254,-1.14944124339715,-1.14944124339715,0.0547,5.47
1A,0.6,8,21,12.405405885036616,100,12.405405885036616,1.0616301597324034,1.0616301597324034,-1.6062683473874055,-1.6062683473874055,0.0547,5.47
1A,0.6,9,5,33.852694250069355,5,33.852694250069355,1.083224866846738,1.083224866846738,-2.0,-2.0,0.0547,0.2734999999999999
1A,0.6,10,100,9.37628153102551,100,9.37628153102551,0.7610221311614686,0.7610221311614686,-1.5130529527210326,-1.5130529527210326,0.0547,5.47
1A,0.6,11,1,43.893041744635234,3,43.893041744635234,2.0,2.0,-2.0,-2.0,0.0547,0.1641
1A,0.6,12,100,11.915863109276792,100,11.915863109276792,0.9377601174242896,0.9377601174242896,-1.5945570463617147,-1.5945570463617147,0.0547,5.47
1A,0.6,13,3,33.774522548788326,5,33.774522548788326,1.0058539568233371,1.0058539568233371,-2.0,-2.0,0.0547,0.2734999999999999
1A,0.6,14,19,15.486143061089322,19,15.486143061089322,0.9924544651916026,0.9924544651916026,-1.6782300019866798,-1.6782300019866798,0.0547,1.0393
1A,0.6,15,100,9.046420532904447,100,9.046420532904447,0.9381968665115064,0.9381968665115064,-1.5182732478363563,-1.5182732478363563,0.0547,5.47
1A,0.7,1,100,14.708565518986864,100,14.708565518986864,1.6033207565629732,1.6033207565629732,-1.5720376857688585,-1.5720376857688585,0.0547,5.47
1A,0.7,2,100,12.046965453701896,100,12.046965453701896,1.1945924716192031,1.1945924716192031,-1.5885686631700129,-1.5885686631700129,0.0547,5.47
1A,0.7,3,10,22.002740328937172,10,22.002740328937172,2.0,2.0,-1.594522518822984,-1.594522518822984,0.0547,0.5469999999999999
1A,0.7,4,4,34.08823508354193,5,34.08823508354193,1.1715359965244423,1.1715359965244423,-2.0,-2.0,0.0547,0.2734999999999999
1A,0.7,5,100,13.613197328457971,100,13.613197328457971,1.1846211054982745,1.1846211054982745,-1.6276040692454128,-1.6276040692454128,0.0547,5.47
1A,0.7,6,4,33.93326740026141,4,33.93326740026141,1.12057025077763,1.12057025077763,-2.0,-2.0,0.0547,0.2188
1A,0.7,7,1,4.414962732253088,100,4.414962732253088,1.1130928197136165,1.1130928197136165,-1.3578576282304955,-1.3578576282304955,0.0547,5.47
1A,0.7,8,100,10.859811300717242,100,10.859811300717242,0.8022983474277827,0.8022983474277827,-1.558855000624695,-1.558855000624695,0.0547,5.47
1A,0.7,9,5,33.81378808233632,5,33.81378808233632,1.0577914224682567,1.0577914224682567,-2.0,-2.0,0.0547,0.2734999999999999
1A,0.7,10,6,22.963612962920838,7,22.963612962920838,2.0,2.0,-1.617960082195652,-1.617960082195652,0.0547,0.3829
1A,0.7,11,5,26.602576804169733,6,26.602576804169733,1.4117691730648954,1.4117691730648954,-1.858386646955705,-1.858386646955705,0.0547,0.3282
1A,0.7,12,100,10.574165949463527,100,10.574165949463527,1.0052111953338971,1.0052111953338971,-1.5609867728320084,-1.5609867728320084,0.0547,5.47
1A,0.7,13,3,34.830425008480866,6,34.830425008480866,0.6688600378759637,0.6688600378759637,-2.0,-2.0,0.0547,0.3282
1A,0.7,14,100,13.600289807110276,100,13.600289807110276,0.9260513956726258,0.9260513956726258,-1.6347288903308976,-1.6347288903308976,0.0547,5.47
1A,0.7,15,100,11.062549055660106,100,11.062549055660106,1.1813332173286697,1.1813332173286697,-1.5646346654364385,-1.5646346654364385,0.0547,5.47
1A,0.8,1,100,14.769066723841572,100,14.769066723841572,1.3077611111041778,1.3077611111041778,-1.640078484167632,-1.640078484167632,0.0547,5.47
1A,0.8,2,100,13.771053661865515,100,13.771053661865515,1.042407916360763,1.042407916360763,-1.639221003149379,-1.639221003149379,0.0547,5.47
1A,0.8,3,8,20.57729848441433,8,20.57729848441433,2.0,2.0,-1.557931589195793,-1.557931589195793,0.0547,0.4376
1A,0.8,4,100,13.248513376706033,100,13.248513376706033,1.1152173126395288,1.1152173126395288,-1.6241010153317033,-1.6241010153317033,0.0547,5.47
1A,0.8,5,100,14.113717201813964,100,14.113717201813964,1.1312372242193665,1.1312372242193665,-1.643319640342638,-1.643319640342638,0.0547,5.47
1A,0.8,6,15,18.011605463053215,15,18.011605463053215,1.0866488631954143,1.0866488631954143,-1.7294476629334306,-1.7294476629334306,0.0547,0.8205
1A,0.8,7,100,11.031981755004333,100,11.031981755004333,1.0355525612281402,1.0355525612281402,-1.5725189538745077,-1.5725189538745077,0.0547,5.47
1A,0.8,8,100,10.282286395084927,100,10.282286395084927,0.9118477026009992,0.9118477026009992,-1.5514603775839308,-1.5514603775839308,0.0547,5.47
1A,0.8,9,3,33.791466441836604,5,33.791466441836604,1.0368516503321328,1.0368516503321328,-2.0,-2.0,0.0547,0.2734999999999999
1A,0.8,10,100,12.8785951249646,100,12.8785951249646,0.8518253895137899,0.8518253895137899,-1.6139440620575736,-1.6139440620575736,0.0547,5.47
1A,0.8,11,6,26.90909088801897,6,26.90909088801897,1.0979479457683146,1.0979479457683146,-1.891186092137714,-1.891186092137714,0.0547,0.3282
1A,0.8,12,100,11.680200486199212,100,11.680200486199212,0.9154411266216034,0.9154411266216034,-1.5879091984902112,-1.5879091984902112,0.0547,5.47
1A,0.8,13,100,14.37906637204936,100,14.37906637204936,0.9584282936374224,0.9584282936374224,-1.653373396839655,-1.653373396839655,0.0547,5.47
1A,0.8,14,100,13.26365177989833,100,13.26365177989833,0.9334919887688552,0.9334919887688552,-1.6270642871384324,-1.6270642871384324,0.0547,5.47
1A,0.8,15,100,14.913499279916689,100,14.913499279916689,1.2697957163326652,1.2697957163326652,-1.6485272827041866,-1.6485272827041866,0.0547,5.47
1A,0.9,1,100,10.649755258850938,100,10.649755258850938,1.0551043799390512,1.0551043799390512,-1.5620282797537803,-1.5620282797537803,0.0547,5.47
1A,0.9,2,100,13.52462341894268,100,13.52462341894268,1.092907066824983,1.092907066824983,-1.6317580870197863,-1.6317580870197863,0.0547,5.47
1A,0.9,3,100,12.77308331890674,100,12.77308331890674,1.1382501728009558,1.1382501728009558,-1.6112568198278046,-1.6112568198278046,0.0547,5.47
1A,0.9,4,100,11.434043552556872,100,11.434043552556872,1.0426972214020482,1.0426972214020482,-1.582650384936219,-1.582650384936219,0.0547,5.47
1A,0.9,5,100,13.755186523344266,100,13.755186523344266,1.1930657774155544,1.1930657774155544,-1.6301685463528974,-1.6301685463528974,0.0547,5.47
1A,0.9,6,100,13.064187648014954,100,13.064187648014954,1.1922394249301136,1.1922394249301136,-1.6138209597956188,-1.6138209597956188,0.0547,5.47
1A,0.9,7,100,10.796076574966971,100,10.796076574966971,1.0455029832568945,1.0455029832568945,-1.5661490750839977,-1.5661490750839977,0.0547,5.47
1A,0.9,8,100,10.55442781644937,100,10.55442781644937,1.0578383651902277,1.0578383651902277,-1.5594230872739585,-1.5594230872739585,0.0547,5.47
1A,0.9,9,9,23.549771913852744,9,23.549771913852744,1.0183828709108624,1.0183828709108624,-1.835487233277535,-1.835487233277535,0.0547,0.4922999999999999
1A,0.9,10,100,11.940510609169111,100,11.940510609169111,1.0198479574965231,1.0198479574965231,-1.595790296075975,-1.595790296075975,0.0547,5.47
1A,0.9,11,100,10.460760939650353,100,10.460760939650353,1.0640804131804846,1.0640804131804846,-1.5567184401041263,-1.5567184401041263,0.0547,5.47
1A,0.9,12,100,13.419431592477247,100,13.419431592477247,0.9647124973328494,0.9647124973328494,-1.6313835627236362,-1.6313835627236362,0.0547,5.47
1A,0.9,13,100,12.09462676087105,100,12.09462676087105,0.7594581894696537,0.7594581894696537,-1.5860439656438523,-1.5860439656438523,0.0547,5.47
1A,0.9,14,14,15.522632938126083,14,15.522632938126083,0.9174045114299983,0.9174045114299983,-1.6777463535392176,-1.6777463535392176,0.0547,0.7658
1A,0.9,15,100,10.650686754211089,100,10.650686754211089,1.0537810924125697,1.0537810924125697,-1.5620948863517072,-1.5620948863517072,0.0547,5.47
1A,1.0,1,100,11.026090983681929,100,11.026090983681929,1.040267170714484,1.040267170714484,-1.5722597727511058,-1.5722597727511058,0.0547,5.47
1A,1.0,2,100,11.030559888029408,100,11.030559888029408,1.0402077713728786,1.0402077713728786,-1.572376696156288,-1.572376696156288,0.0547,5.47
1A,1.0,3,100,11.03339480230031,100,11.03339480230031,1.0401713452106636,1.0401713452106636,-1.572450824891925,-1.572450824891925,0.0547,5.47
1A,1.0,4,100,11.025595625600303,100,11.025595625600303,1.0406608517933102,1.0406608517933102,-1.5722375157576958,-1.5722375157576958,0.0547,5.47
1A,1.0,5,100,11.015820859705237,100,11.015820859705237,1.0405696866914145,1.0405696866914145,-1.5719869798838637,-1.5719869798838637,0.0547,5.47
1A,1.0,6,100,11.008209276400033,100,11.008209276400033,1.0399087823531856,1.0399087823531856,-1.5718059044545525,-1.5718059044545525,0.0547,5.47
1A,1.0,7,100,11.008019394746864,100,11.008019394746864,1.0399351260027243,1.0399351260027243,-1.5718003666628182,-1.5718003666628182,0.0547,5.47
1A,1.0,8,100,11.032784916931783,100,11.032784916931783,1.040107730542952,1.040107730542952,-1.57243658132344,-1.57243658132344,0.0547,5.47
1A,1.0,9,100,11.030086631716433,100,11.030086631716433,1.0401957818405605,1.0401957818405605,-1.5723647515720924,-1.5723647515720924,0.0547,5.47
1A,1.0,10,100,11.017651101647903,100,11.017651101647903,1.040540956008404,1.040540956008404,-1.5720350017764266,-1.5720350017764266,0.0547,5.47
1A,1.0,11,100,11.03027626288159,100,11.03027626288159,1.0401521968951637,1.0401521968951637,-1.5723706921198832,-1.5723706921198832,0.0547,5.47
1A,1.0,12,100,11.03082997219599,100,11.03082997219599,1.0401886596492036,1.0401886596492036,-1.5723841321933998,-1.5723841321933998,0.0547,5.47
1A,1.0,13,100,11.002157767856817,100,11.002157767856817,1.0403407329216814,1.0403407329216814,-1.5716390268830491,-1.5716390268830491,0.0547,5.47
1A,1.0,14,100,11.02190340122812,100,11.02190340122812,1.040688622845857,1.040688622845857,-1.5721413941723534,-1.5721413941723534,0.0547,5.47
1A,1.0,15,100,11.019621635122368,100,11.019621635122368,1.0402529576656308,1.0402529576656308,-1.5720928625243835,-1.5720928625243835,0.0547,5.47
1B,0.1,1,80,0.0001032558372852,100,0.0001032558372852,0.9931384886441827,0.9931384886441827,-1.0047338201537168,-1.0047338201537168,0.1,10.0
1B,0.1,2,98,0.0003005903805521,100,0.0003005903805521,0.9976355301671528,0.9976355301671528,-1.0053743830358297,-1.0053743830358297,0.1,10.0
1B,0.1,3,92,0.0012164256681914,100,0.0012164256681914,0.9895927266246628,0.9895927266246628,-0.9979446933918384,-0.9979446933918384,0.1,10.0
1B,0.1,4,50,7.599588903516393e-05,100,7.599588903516393e-05,0.9942880631820696,0.9942880631820696,-1.0045012642663174,-1.0045012642663174,0.1,10.0
1B,0.1,5,1,123.41479457052,2,123.41479457052,-2.0,-2.0,-2.0,-2.0,0.1,0.2
1B,0.1,6,84,0.0003182848721833,100,0.0003182848721833,0.9984749130490884,0.9984749130490884,-1.0017122109829244,-1.0017122109829244,0.1,10.0
1B,0.1,7,91,0.0001069129490358,100,0.0001069129490358,0.9964451657756151,0.9964451657756151,-1.0040812995283117,-1.0040812995283117,0.1,10.0
1B,0.1,8,88,8.355355757556737e-05,100,8.355355757556737e-05,0.995004100666581,0.995004100666581,-1.0022013040016102,-1.0022013040016102,0.1,10.0
1B,0.1,9,31,7.39918740455053e-05,100,7.39918740455053e-05,0.9960885494031156,0.9960885494031156,-1.0031220969279284,-1.0031220969279284,0.1,10.0
1B,0.1,10,97,0.0002039213147273,100,0.0002039213147273,0.9921073282080286,0.9921073282080286,-1.0013304747687548,-1.0013304747687548,0.1,10.0
1B,0.1,11,99,0.0008547804043357,100,0.0008547804043357,0.9912967605004686,0.9912967605004686,-1.0080419069922868,-1.0080419069922868,0.1,10.0
1B,0.1,12,1,38.3731149566421,2,38.3731149566421,0.3157894736842106,0.3157894736842106,-2.0,-2.0,0.1,0.2
1B,0.1,13,1,123.41479457052,2,123.41479457052,-2.0,-2.0,-2.0,-2.0,0.1,0.2
1B,0.1,14,9,0.000312032635108,100,0.000312032635108,0.9992170046794164,0.9992170046794164,-1.002735833364847,-1.002735833364847,0.1,10.0
1B,0.1,15,80,0.0001032558372852,100,0.0001032558372852,0.9931384886441827,0.9931384886441827,-1.0047338201537168,-1.0047338201537168,0.1,10.0
1B,0.2,1,98,8.535729478351062e-05,100,8.535729478351062e-05,0.9929542947307994,0.9929542947307994,-1.002200625252837,-1.002200625252837,0.1,10.0
1B,0.2,2,64,8.34741968040632e-05,100,8.34741968040632e-05,0.9963381451381552,0.9963381451381552,-1.0032669542652612,-1.0032669542652612,0.1,10.0
1B,0.2,3,98,4.1299106963327e-05,100,4.1299106963327e-05,0.9950630123442132,0.9950630123442132,-1.0034986239279016,-1.0034986239279016,0.1,10.0
1B,0.2,4,70,0.000305349859684,100,0.000305349859684,0.9919246953942764,0.9919246953942764,-1.0059531553206658,-1.0059531553206658,0.1,10.0
1B,0.2,5,4,23.164208685755863,4,23.164208685755863,0.8340799599717994,0.8340799599717994,-1.8241807057068,-1.8241807057068,0.1,0.4
1B,0.2,6,34,8.871924759099162e-05,100,8.871924759099162e-05,0.9943105716202916,0.9943105716202916,-1.0020334916490417,-1.0020334916490417,0.1,10.0
1B,0.2,7,97,0.0046280995807106,100,0.0046280995807106,0.9803482377127176,0.9803482377127176,-0.9943837659362732,-0.9943837659362732,0.1,10.0
1B,0.2,8,90,6.415156926085893e-05,100,6.415156926085893e-05,0.9941628722087236,0.9941628722087236,-1.0023377315480264,-1.0023377315480264,0.1,10.0
1B,0.2,9,65,9.875603955452144e-05,100,9.875603955452144e-05,0.995861650166532,0.995861650166532,-1.0023238241463772,-1.0023238241463772,0.1,10.0
1B,0.2,10,66,0.0005970279502658,100,0.0005970279502658,1.0006487057038072,1.0006487057038072,-1.001400254148819,-1.001400254148819,0.1,10.0
1B,0.2,11,98,0.0001276452459137,100,0.0001276452459137,0.9970465188663044,0.9970465188663044,-1.0029041513371069,-1.0029041513371069,0.1,10.0
1B,0.2,12,68,0.0001080970007923,100,0.0001080970007923,0.9914933114974348,0.9914933114974348,-1.0039961302780565,-1.0039961302780565,0.1,10.0
1B,0.2,13,100,0.0003578329007017,100,0.0003578329007017,0.9960751277780092,0.9960751277780092,-1.000441922404966,-1.000441922404966,0.1,10.0
1B,0.2,14,93,0.0006215302526021,100,0.0006215302526021,0.988209710349854,0.988209710349854,-1.006076136622588,-1.006076136622588,0.1,10.0
1B,0.2,15,98,8.535729478351062e-05,100,8.535729478351062e-05,0.9929542947307994,0.9929542947307994,-1.002200625252837,-1.002200625252837,0.1,10.0
1B,0.3,1,80,0.0010525186804813,100,0.0010525186804813,1.0019545093978408,1.0019545093978408,-1.0067449900640897,-1.0067449900640897,0.1,10.0
1B,0.3,2,87,3.289506499339485e-05,100,3.289506499339485e-05,0.9943012184639656,0.9943012184639656,-1.003612747576743,-1.003612747576743,0.1,10.0
1B,0.3,3,68,3.711366849001445e-05,100,3.711366849001445e-05,0.993319073320042,0.993319073320042,-1.0030689736413994,-1.0030689736413994,0.1,10.0
1B,0.3,4,92,7.749448426658823e-05,100,7.749448426658823e-05,0.995911676243792,0.995911676243792,-1.0039402785025664,-1.0039402785025664,0.1,10.0
1B,0.3,5,57,0.0014007873099057,100,0.0014007873099057,1.000898940543279,1.000898940543279,-0.9982025846047472,-0.9982025846047472,0.1,10.0
1B,0.3,6,1,0.0826971693842066,6,0.0826971693842066,1.0836885798350648,1.0836885798350648,-1.011506979990611,-1.011506979990611,0.1,0.6000000000000001
1B,0.3,7,96,4.366880418433979e-05,100,4.366880418433979e-05,0.9951889788217664,0.9951889788217664,-1.0034532490876389,-1.0034532490876389,0.1,10.0
1B,0.3,8,35,0.0004561232317358,100,0.0004561232317358,0.9994878339130506,0.9994878339130506,-1.0052806849682974,-1.0052806849682974,0.1,10.0
1B,0.3,9,28,8.432218914927328e-05,100,8.432218914927328e-05,0.992570849249778,0.992570849249778,-1.0023478298421125,-1.0023478298421125,0.1,10.0
1B,0.3,10,97,3.43246719027444e-05,100,3.43246719027444e-05,0.9945154924517952,0.9945154924517952,-1.0036001300798036,-1.0036001300798036,0.1,10.0
1B,0.3,11,68,4.89096452321162e-05,100,4.89096452321162e-05,0.9953614528303092,0.9953614528303092,-1.0031443046507826,-1.0031443046507826,0.1,10.0
1B,0.3,12,42,9.614980394403652e-05,100,9.614980394403652e-05,0.9964009083941546,0.9964009083941546,-1.00280223294996,-1.00280223294996,0.1,10.0
1B,0.3,13,89,0.000396822798915,100,0.000396822798915,0.9889076854706208,0.9889076854706208,-1.0015797786031664,-1.0015797786031664,0.1,10.0
1B,0.3,14,93,3.082971736994101e-05,100,3.082971736994101e-05,0.9936822266247732,0.9936822266247732,-1.0033061076483978,-1.0033061076483978,0.1,10.0
