,Run Number,BO Iter,Best Error,Exploration Bias,Max EI,Theta Max EI,Min Obj,Min Obj Act,Theta Min Obj,Min Obj Cum.,Theta Min Obj Cum.,Time/Iter,EP Method Val,BO Method,Max Evals,Total Run Time,L2 Norm Theta
31,10,2,112844.02253149835,1.0,0.0,[ 0.8852078  -0.08196267  0.91583565  1.52129031],89178.96098781726,91395.51061496776,[ 1.06074557 -0.07830589  0.98531442  0.96681973],91395.51061496776,[ 1.06074557 -0.07830589  0.98531442  0.96681973],0.12048077583312988,1,A1,3,0.36144232749938965,1.3136289588076442
56,4,2,11.633761812579618,1.0,0.0,[ 0.9346134  -0.14312267  0.65663397 -1.46321351],73094.64090780598,120360.43824999023,[2.         0.39337372 1.76701734 1.0063383 ],120360.43824999023,[2.         0.39337372 1.76701734 1.0063383 ],0.6377160549163818,1,B1,3,1.9131481647491455,2.0205711063123375
191,2,29,5511.912487176253,1.0,132414.2859086552,[ 0.23210678 -1.51497603  1.47563172  1.00015151],5383.522644535982,5515.839292255136,[ 0.23210417 -1.51499766  1.47563459  1.00015158],5515.839292255136,[ 0.23210417 -1.51499766  1.47563459  1.00015158],1686.499242067337,1,A2,42,70832.96816682816,2.028467794787062
653,4,0,112844.02253149835,1.0,0.0,[-1.7855227   1.51387165  0.95617315 -0.84719097],59483.32696120586,93845.26338640341,[-2.          0.26443037  2.          0.95512223],93845.26338640341,[-2.          0.26443037  2.          0.95512223],68.44875764846802,1,C2,2,136.89751529693604,2.075453460072121
