,Run Number,BO Iter,Best Error,Exploration Bias,Max EI,Theta Max EI,Min Obj,Min Obj Act,Theta Min Obj,Min Obj Cum.,Theta Min Obj Cum.,Time/Iter,EP Method Val,BO Method,Max Evals,Total Run Time,L2 Norm Theta
21,3,3,116372.13868484413,1.0,116372.13868484413,"[ 1.63834701  1.13084504  1.84117136 -0.45029375 -1.7358027  -0.11362458
  1.65726252  0.84811159]",0.0,253766.09911450528,"[ 0.08561212  1.55624618  0.33781763 -0.28237925 -1.36443771  1.6104298
  1.58631096  0.27498489]",253766.09911450528,"[ 0.08561212  1.55624618  0.33781763 -0.28237925 -1.36443771  1.6104298
  1.58631096  0.27498489]",0.15389156341552734,1,A1,6,0.9233493804931641,2.846535861596992
113,3,5,11.664548427251058,1.0,0.0,"[-1.99279561 -0.11104846  0.54167084  1.50422318 -0.55786259 -0.33786032
  1.09218707 -0.06805927]",9.871426575962886,12.195147931537488,"[ 0.47490459  0.99074214  2.         -0.75731452 -2.         -1.55240826
  0.61006464  0.78517105]",12.195147931537488,"[ 0.47490459  0.99074214  2.         -0.75731452 -2.         -1.55240826
  0.61006464  0.78517105]",1.0792360305786133,1,B1,6,6.47541618347168,4.076359588173005
392,5,34,81878.37264434897,1.0,1936387.4185194771,"[ 0.82817128 -0.25027537  0.7753017  -1.20448961 -0.48980814  1.99660835
  1.16385494  1.28918009]",63563.73681353067,62456.779958055435,"[ 0.2418567  -0.44376279 -0.72647399 -0.77757604 -0.98553562 -1.70642937
  1.3118751   0.74247075]",62456.779958055435,"[ 0.2418567  -0.44376279 -0.72647399 -0.77757604 -0.98553562 -1.70642937
  1.3118751   0.74247075]",1416.9973666667938,1,A2,38,53845.899933338165,2.610324289893489
777,1,13,11.664548427251058,1.0,279.9491622540254,"[ 0.62350297 -1.47224321 -0.92902103 -1.29070593  0.1391256   0.72513829
  0.17255199  1.37433812]",11.664432335807506,11.664575658993424,"[ 1.5931405   1.02220095  1.82131783 -0.75657968 -1.7358027  -0.37782267
  1.61442045  0.70412591]",11.664575658993424,"[ 1.5931405   1.02220095  1.82131783 -0.75657968 -1.7358027  -0.37782267
  1.61442045  0.70412591]",172.72960686683655,1,B2,35,6045.536240339279,3.2754690554051047
1263,3,0,116372.13868484413,1.0,0.0,"[ 1.63049627  1.35126536 -1.73126307 -1.03468114  1.67392374 -0.41544841
  0.66511109 -0.84704671]",3079956.4135931204,131690.1215623381,"[ 0.06995894  1.55261779 -0.51324561 -0.30104134 -1.36443771  1.41096379
  1.58292839  0.26088014]",131690.1215623381,"[ 0.06995894  1.55261779 -0.51324561 -0.30104134 -1.36443771  1.41096379
  1.58292839  0.26088014]",115.8290433883667,1,C2,2,231.6580867767334,2.6474587071905464
